roi_id,cycleNo,cohort_role,is_event_roi,event_reference_cycle,degradation_mode_hypothesis,threshold_quantile,threshold_value,phase_fraction_first,phase_fraction_last,phase_fraction_delta,phase_fraction_slope_per_s,phase_fraction_slope_r2,radius2_delta_px2,radius2_slope_px2_per_s,radius2_slope_r2,apparent_diffusion_proxy_um2_per_s,interface_density_delta,interface_density_slope_per_s,interface_density_slope_r2,centroid_path_px,centroid_net_px,source_stem,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,first_frame_index,last_frame_index,timing_elapsed_s,transferred_masked_residual_signature,validation_score_recon,relative_path,sampled_timing_dt_median_s,sampled_timing_dt_min_s,sampled_timing_dt_max_s,sampled_timing_fps_median,sampled_timing_duration_s,movie_shape,camera_timing_shape,camera_timing_unit_inference,movie_n_frames,frame_span,frame_span_in_movie,h5_elapsed_median_s,h5_elapsed_min_s,h5_elapsed_max_s,roi_elapsed_to_h5_median_ratio,h5_dt_max_to_median_ratio,h5_dt_min_to_median_ratio,radius2_slope_h5_median_px2_per_s,radius2_slope_h5_min_dt_px2_per_s,radius2_slope_h5_max_dt_px2_per_s,apparent_D_h5median_px0p08_um2_per_s,apparent_D_h5median_px0p096_um2_per_s,apparent_D_h5median_px0p12_um2_per_s,apparent_D_reported_to_h5median_ratio,apparent_D_h5median_abs_um2_per_s,apparent_D_h5_fast_dt_px0p096_um2_per_s,apparent_D_h5_slow_dt_px0p096_um2_per_s,apparent_D_h5_timing_envelope_abs_min_um2_per_s,apparent_D_h5_timing_envelope_abs_max_um2_per_s
cycle40_rank2_obj1,40.0,future8_negative,0,40.0,,0.7,0.101794509589672,0.292840023966447,0.2980826842420611,0.0052426602756141,1.8999294020920252e-06,0.0340673290892035,19.188253286894792,0.0015438734417056,0.0534514529594678,3.5570844096899108e-06,0.0044937088076692,4.702804845445558e-07,0.036755160697194,22.04918697988688,0.2481213905109635,5_c2_x10_260623,0,0,0,4639,5566,9322.243530232,0.7842017555889671,25.31408396943277,NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,10.03889363631606,8.907752603292465,138.3688085116446,0.0996125704910811,93391.27845935152,"(9279, 1200, 1920)","(2, 9279)",ns_to_s,9279.0,927,True,9306.054400864987,8257.486663252115,128267.88549029455,1.0017396340779512,13.783272691633115,0.8873241341125828,0.0020619107153630294,0.002323740148717082,0.00014959514779205337,3.299057144580847e-06,4.75064228819642e-06,7.422878575306906e-06,0.7487586296547613,4.75064228819642e-06,5.353897302644157e-06,3.4466722051289095e-07,3.4466722051289095e-07,5.353897302644157e-06
cycle40_rank2_obj1,40.0,future8_negative,0,40.0,,0.75,0.1131270676851272,0.2474535650089874,0.2434092270820851,-0.0040443379269023,1.4612588871089248e-06,0.0318744653349126,16.423629726205945,0.0022079947915185,0.0720994122105138,5.087219999658793e-06,0.0026962252846015,4.3949948609136666e-07,0.0322134065135325,24.817702892705142,0.0285696613095466,5_c2_x10_260623,0,0,0,4639,5566,9322.243530232,0.7842017555889671,25.31408396943277,NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,10.03889363631606,8.907752603292465,138.3688085116446,0.0996125704910811,93391.27845935152,"(9279, 1200, 1920)","(2, 9279)",ns_to_s,9279.0,927,True,9306.054400864987,8257.486663252115,128267.88549029455,1.0017396340779512,13.783272691633115,0.8873241341125828,0.0017648327657185615,0.0019889380868509557,0.00012804163461047034,2.8237324251496986e-06,4.066174692215566e-06,6.353397956586821e-06,1.25110709320924,4.066174692215566e-06,4.582513352104602e-06,2.9500792614252366e-07,2.9500792614252366e-07,4.582513352104602e-06
cycle40_rank2_obj1,40.0,future8_negative,0,40.0,,0.8,0.126883253455162,0.1971240263630916,0.1957759137207909,-0.0013481126423007,1.1042770836453817e-06,0.0337264793668315,9.451509640630434,0.0026843407275569,0.0802654242840514,6.184721036291312e-06,0.0010485320551228,2.1324305618131465e-07,0.0130185685787259,27.5940953355782,0.2934898211477635,5_c2_x10_260623,0,0,0,4639,5566,9322.243530232,0.7842017555889671,25.31408396943277,NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,10.03889363631606,8.907752603292465,138.3688085116446,0.0996125704910811,93391.27845935152,"(9279, 1200, 1920)","(2, 9279)",ns_to_s,9279.0,927,True,9306.054400864987,8257.486663252115,128267.88549029455,1.0017396340779512,13.783272691633115,0.8873241341125828,0.0010156301729497656,0.0011445988381297689,7.36857055412018e-05,1.625008276719625e-06,2.3400119184762602e-06,3.656268622619156e-06,2.643029715984781,2.3400119184762602e-06,2.6371557230509875e-06,1.6977186556692893e-07,1.6977186556692893e-07,2.6371557230509875e-06
cycle40_rank2_obj1,40.0,future8_negative,0,40.0,,0.85,0.1437696635723113,0.1452965847813061,0.1496405032953864,0.0043439185140802,8.597799241547975e-07,0.0349146483091348,26.846413423733,0.0028782295797761,0.0779220265368345,6.631440951804193e-06,0.0022468544038346,1.0293804437999211e-08,6.141355103672641e-05,27.7214972743726,0.8461175293585084,5_c2_x10_260623,0,0,0,4639,5566,9322.243530232,0.7842017555889671,25.31408396943277,NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,10.03889363631606,8.907752603292465,138.3688085116446,0.0996125704910811,93391.27845935152,"(9279, 1200, 1920)","(2, 9279)",ns_to_s,9279.0,927,True,9306.054400864987,8257.486663252115,128267.88549029455,1.0017396340779512,13.783272691633115,0.8873241341125828,0.002884833063219323,0.0032511603734349664,0.00020929957113672345,4.615732901150917e-06,6.64665537765732e-06,1.0385399027589562e-05,0.9977109651413145,6.64665537765732e-06,7.490673500394163e-06,4.822262118990108e-07,4.822262118990108e-07,7.490673500394163e-06
cycle40_rank2_obj2,40.0,future8_negative,0,40.0,,0.55,0.0593350153416395,0.4381366087477531,0.4454763331336129,0.0073397243858598,1.6543487229356865e-06,0.0259985902951518,15.884117278522126,0.0002794774892822,0.0340187485262006,6.439161353063799e-07,0.0043439185140802,-1.177895016835699e-07,0.0052116574657725,17.74075863985015,0.1733607635031106,5_c2_x10_260623,0,0,0,4639,5566,9322.243530232,0.7842017555889671,24.798367448484505,NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,10.03889363631606,8.907752603292465,138.3688085116446,0.0996125704910811,93391.27845935152,"(9279, 1200, 1920)","(2, 9279)",ns_to_s,9279.0,927,True,9306.054400864987,8257.486663252115,128267.88549029455,1.0017396340779512,13.783272691633115,0.8873241341125828,0.0017068584164998772,0.0019236019295326783,0.00012383549645186913,2.7309734663998037e-06,3.932601791615717e-06,6.144690299399558e-06,0.16373794485859341,3.932601791615717e-06,4.4319788456432905e-06,2.8531698382510647e-07,2.8531698382510647e-07,4.4319788456432905e-06
cycle40_rank2_obj2,40.0,future8_negative,0,40.0,,0.6,0.0640480816364288,0.3921509886159376,0.3969442780107849,0.0047932893948472,1.3687249530736789e-06,0.019277428386485,17.74109344595479,0.0002596738960961,0.0149061658193232,5.982886566054701e-07,0.0053924505692031,-1.0098172460477389e-07,0.0058099470009752,17.87807699374043,0.293588939508719,5_c2_x10_260623,0,0,0,4639,5566,9322.243530232,0.7842017555889671,24.798367448484505,NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,10.03889363631606,8.907752603292465,138.3688085116446,0.0996125704910811,93391.27845935152,"(9279, 1200, 1920)","(2, 9279)",ns_to_s,9279.0,927,True,9306.054400864987,8257.486663252115,128267.88549029455,1.0017396340779512,13.783272691633115,0.8873241341125828,0.001906403367285901,0.002148485873420432,0.00013831282380730582,3.0502453876574416e-06,4.392353358226716e-06,6.863052122229244e-06,0.13621141283747074,4.392353358226716e-06,4.950111452360675e-06,3.1867274605203264e-07,3.1867274605203264e-07,4.950111452360675e-06
cycle40_rank2_obj2,40.0,future8_negative,0,40.0,,0.65,0.069180453941226,0.3421210305572199,0.3437687237866986,0.0016476932294787,1.059427006087725e-06,0.013082164867174,8.665390382656255,-0.0001066412763968,0.0015784149935977,-2.457015008184164e-07,0.0017974835230677,-8.0098251361605e-08,0.0068677804829651,20.06560883415961,0.3301440916704174,5_c2_x10_260623,0,0,0,4639,5566,9322.243530232,0.7842017555889671,24.798367448484505,NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,10.03889363631606,8.907752603292465,138.3688085116446,0.0996125704910811,93391.27845935152,"(9279, 1200, 1920)","(2, 9279)",ns_to_s,9279.0,927,True,9306.054400864987,8257.486663252115,128267.88549029455,1.0017396340779512,13.783272691633115,0.8873241341125828,0.0009311562139429163,0.0010493980476189461,6.755697538423931e-05,1.489849942308666e-06,2.145383916924479e-06,3.3521623701944986e-06,-0.11452565616817079,2.145383916924479e-06,2.417813101714052e-06,1.5565127128528737e-07,1.5565127128528737e-07,2.417813101714052e-06
cycle40_rank2_obj2,40.0,future8_negative,0,40.0,,0.7,0.0743608050048351,0.2944877171959257,0.2982324745356501,0.0037447573397244,9.600876407879318e-07,0.0123584665254713,14.451643279804898,-0.0006508661074446,0.0533267825872274,-1.499595511552432e-06,0.0014979029358897,1.7673322020627233e-08,0.0001726935907022,21.93800233759656,0.3345363082634809,5_c2_x10_260623,0,0,0,4639,5566,9322.243530232,0.7842017555889671,24.798367448484505,NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,10.03889363631606,8.907752603292465,138.3688085116446,0.0996125704910811,93391.27845935152,"(9279, 1200, 1920)","(2, 9279)",ns_to_s,9279.0,927,True,9306.054400864987,8257.486663252115,128267.88549029455,1.0017396340779512,13.783272691633115,0.8873241341125828,0.0015529291638851407,0.0017501261423912837,0.00011266766599109789,2.4846866622162253e-06,3.577948793591364e-06,5.590544989986506e-06,-0.41912156882692947,3.577948793591364e-06,4.032290632069518e-06,2.5958630244348955e-07,2.5958630244348955e-07,4.032290632069518e-06
cycle40_rank2_obj2,40.0,future8_negative,0,40.0,,0.75,0.0805233288556337,0.2462552426602756,0.2470041941282205,0.0007489514679448,6.98346223984705e-07,0.0081140520699907,15.248904814390244,-0.0011323899464547,0.131228843818792,-2.609026436631658e-06,0.0037447573397243,-7.818296647213586e-08,0.0019850655325803,26.09323358288324,0.5164949905769165,5_c2_x10_260623,0,0,0,4639,5566,9322.243530232,0.7842017555889671,24.798367448484505,NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,10.03889363631606,8.907752603292465,138.3688085116446,0.0996125704910811,93391.27845935152,"(9279, 1200, 1920)","(2, 9279)",ns_to_s,9279.0,927,True,9306.054400864987,8257.486663252115,128267.88549029455,1.0017396340779512,13.783272691633115,0.8873241341125828,0.0016386004376863384,0.001846676287380722,0.00011888326338352291,2.6217607002981414e-06,3.775335408429324e-06,5.898961575670818e-06,-0.6910714292580186,3.775335408429324e-06,4.254742166125184e-06,2.739070388356368e-07,2.739070388356368e-07,4.254742166125184e-06
cycle40_rank2_obj2,40.0,future8_negative,0,40.0,,0.8,0.087542712688446,0.1968244457759137,0.1969742360695027,0.0001497902935889,6.496732992520133e-07,0.0113180349869679,14.967980971231214,-0.0009397714019725,0.0804270255229904,-2.165233310144662e-06,0.0016476932294787,1.1177620519253493e-07,0.0051483037063309,30.113108868024028,0.5049792776961068,5_c2_x10_260623,0,0,0,4639,5566,9322.243530232,0.7842017555889671,24.798367448484505,NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,10.03889363631606,8.907752603292465,138.3688085116446,0.0996125704910811,93391.27845935152,"(9279, 1200, 1920)","(2, 9279)",ns_to_s,9279.0,927,True,9306.054400864987,8257.486663252115,128267.88549029455,1.0017396340779512,13.783272691633115,0.8873241341125828,0.0016084132250333673,0.0018126557851849134,0.00011669312949236833,2.5734611600533878e-06,3.7057840704768785e-06,5.790287610120122e-06,-0.5842848015335198,3.7057840704768785e-06,4.1763589290660405e-06,2.6886097035041664e-07,2.6886097035041664e-07,4.1763589290660405e-06
cycle40_rank2_obj2,40.0,future8_negative,0,40.0,,0.85,0.096315287053585,0.1476932294787298,0.1484421809466746,0.0007489514679448,2.4622964751119306e-07,0.003488463937599,12.392645370197895,-0.0009508963416387,0.0591499495048207,-2.190865171135709e-06,0.0026962252846015,-3.162811172491627e-08,0.0004441420944234,36.02617177427302,0.1749468951557041,5_c2_x10_260623,0,0,0,4639,5566,9322.243530232,0.7842017555889671,24.798367448484505,NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,10.03889363631606,8.907752603292465,138.3688085116446,0.0996125704910811,93391.27845935152,"(9279, 1200, 1920)","(2, 9279)",ns_to_s,9279.0,927,True,9306.054400864987,8257.486663252115,128267.88549029455,1.0017396340779512,13.783272691633115,0.8873241341125828,0.0013316755776804844,0.001500776916219347,9.661534001927234e-05,2.130680924288775e-06,3.068180530975836e-06,4.794032079649744e-06,-0.7140600590535993,3.068180530975836e-06,3.4577900149693756e-06,2.2260174340440346e-07,2.2260174340440346e-07,3.4577900149693756e-06
cycle44_rank4_obj1,44.0,future8_negative,0,44.0,,0.55,0.079104208573699,0.4345416417016177,0.4357399640503295,0.0011983223487118,1.3988957101492942e-06,0.0185570112451911,-5.991996927601349,-0.0001154682452597,0.003818300886216,-2.6603883707838505e-07,-0.0001497902935889,-1.1746640673755353e-07,0.0018362616210285,18.73152031122733,0.2474144963129302,5_c2_x10_260623,0,1,0,8351,9278,9321.254368328,0.6286054582853854,27.21840723515396,NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,10.03889363631606,8.907752603292465,138.3688085116446,0.0996125704910811,93391.27845935152,"(9279, 1200, 1920)","(2, 9279)",ns_to_s,9279.0,927,True,9306.054400864987,8257.486663252115,128267.88549029455,1.001633341780336,13.783272691633115,0.8873241341125828,-0.0006438815710172939,-0.0007256441544455938,-4.6714708866505297e-05,-1.0302105136276703e-06,-1.4835031396238452e-06,-2.317973655662258e-06,0.17933149581728655,1.4835031396238452e-06,-1.6718841318426482e-06,-1.076306892284282e-07,1.076306892284282e-07,1.6718841318426482e-06
cycle44_rank4_obj1,44.0,future8_negative,0,44.0,,0.6,0.0859343022108078,0.384062312762133,0.3860095865787897,0.0019472738166566,1.1945990505045228e-06,0.0148672458708615,-7.8658010348353855,-0.0004335329485198,0.0424554465573564,-9.988599133896318e-07,-0.0010485320551228,-3.322098860318238e-09,1.4783367680015758e-06,17.428016109137037,0.1562315652905722,5_c2_x10_260623,0,1,0,8351,9278,9321.254368328,0.6286054582853854,27.21840723515396,NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,10.03889363631606,8.907752603292465,138.3688085116446,0.0996125704910811,93391.27845935152,"(9279, 1200, 1920)","(2, 9279)",ns_to_s,9279.0,927,True,9306.054400864987,8257.486663252115,128267.88549029455,1.001633341780336,13.783272691633115,0.8873241341125828,-0.0008452348004869033,-0.0009525659992695079,-6.132322993217624e-05,-1.3523756807790453e-06,-1.947420980321825e-06,-3.0428452817528515e-06,0.5129142201315727,1.947420980321825e-06,-2.1947120623169464e-06,-1.4128872176373407e-07,1.4128872176373407e-07,2.1947120623169464e-06
