roi_id,cohort_role,selection_group,cycleNo,event_reference_cycle,mode_label,mode_review_priority,control_balance_priority_score,front_quality_score,phase_slope_positive_fraction_protocol_residual,threshold_robust_phase_score,diffusion_proxy_abs_median_um2_per_s,diffusion_proxy_abs_median_um2_per_s_protocol_residual,rollout_mobility_difficulty_score,q70_phase_ci_positive,q70_radius_ci_crosses_zero,in_original_qc_package,n_components,largest_component_fraction,edge_touch_fraction,q70_threshold,q70_first_fraction,q70_last_fraction,q70_fraction_delta,qc_png,auto_review_flags,manual_qc_status,manual_qc_decision,manual_qc_notes
cycle58_rank3_obj9,control,control_balancing,58.0,60.0,near_baseline_or_context_like,2.9134615384615383,0.76680520822987,0.8161872484866202,0.0849698428160106,0.5480769230769231,3.0287723826118747e-06,1.0798715843163389e-07,2.0961538461538463,True,False,False,68,0.3744959677419355,0.0,0.06756162196397782,0.2965847813061714,0.29718394248052726,0.0005991611743558778,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle58_rank3_obj9_qc.png,fragmented_q70_mask;active_control,pending,,
cycle88_rank3_obj6,control,control_balancing,88.0,86.0,front_negative_high_apparent_front_proxy,1.0865384615384617,0.5240252181444861,0.7769960856294926,-0.0437833588005094,0.5865384615384617,7.196085702871549e-06,3.1192672843138827e-06,1.173076923076923,True,False,True,60,0.4234592445328032,0.0,0.06932014971971512,0.2982324745356501,0.3013780707010186,0.0031455961653684694,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle88_rank3_obj6_qc.png,fragmented_q70_mask;already_in_primary_qc,pending,,
cycle158_rank4_obj8,control,control_balancing,158.0,156.0,near_baseline_or_context_like,2.0576923076923075,0.28231499474637656,1.010899066972006,0.1158999767148418,0.5288461538461539,2.256372448977836e-06,6.988302334812708e-07,1.3653846153846154,False,False,False,74,0.40852130325814534,0.0,0.09570157527923584,0.27860994607549433,0.298831635710006,0.020221689634511653,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle158_rank4_obj8_qc.png,fragmented_q70_mask,pending,,
cycle88_rank4_obj8,control,control_balancing,88.0,86.0,front_negative_high_apparent_front_proxy,1.471153846153846,0.2729973845536271,0.5810432952277503,-0.0437833588005094,0.3173076923076924,1.0421746801140351e-05,6.344928382582685e-06,0.9615384615384616,False,False,True,74,0.238676844783715,0.0,0.07901484370231628,0.292840023966447,0.29433792690233673,0.00149790293588975,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle88_rank4_obj8_qc.png,fragmented_q70_mask;already_in_primary_qc,pending,,
cycle88_rank5_obj9,control,control_balancing,88.0,86.0,near_baseline_or_context_like,1.0865384615384617,0.022199318787800737,0.9442061661567512,-0.0437833588005094,0.528846153846154,2.4611759027235795e-06,-1.6156425158340869e-06,1.3076923076923077,True,False,False,72,0.4017008504252126,0.0,0.07095743268728255,0.30317555422408626,0.2994307968843619,-0.003744757339724347,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle88_rank5_obj9_qc.png,fragmented_q70_mask,pending,,
cycle90_rank3_obj4,control,control_balancing,90.0,86.0,front_negative_high_apparent_front_proxy,1.1923076923076923,-0.09090368750154332,0.8739415527028875,-0.0178277307758196,0.0288461538461539,4.987521099504377e-06,1.3922553204727426e-06,0.0192307692307692,False,False,False,51,0.5861169102296451,0.0,0.07837682664394378,0.29224086279209105,0.28699820251647695,-0.005242660275614097,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle90_rank3_obj4_qc.png,none,pending,,
cycle157_rank1_obj1,control,control_balancing,157.0,156.0,near_baseline_or_context_like,2.3461538461538463,-0.1497380647904002,0.9462923571539248,-0.0888448999578106,0.701923076923077,1.1382129826953457e-06,-3.892970487315262e-07,0.9423076923076924,False,False,False,59,0.47794117647058826,0.0,0.07670218348503112,0.3139604553624925,0.2648292390653086,-0.04913121629718392,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle157_rank1_obj1_qc.png,none,pending,,
cycle158_rank2_obj1,control,control_balancing,158.0,156.0,optical_brightening_decorrelating_rollout_hard_front_positive,2.25,-0.32032676661874726,0.7788033639340246,0.1158999767148418,0.6057692307692308,3.3202011670318365e-08,-1.524340203826247e-06,1.6346153846153846,False,True,False,62,0.42870905587668595,0.0,0.06487052142620087,0.2631815458358298,0.310964649490713,0.0477831036548832,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle158_rank2_obj1_qc.png,fragmented_q70_mask;diffusion_ci_crosses_zero,pending,,
cycle157_rank4_obj8,control,control_balancing,157.0,156.0,optical_loss_rollout_hard,2.7211538461538463,-0.33590946767153723,0.8642722258468417,-0.0888448999578106,0.5096153846153847,1.2026280201615871e-06,-3.248820112652847e-07,1.6730769230769231,False,False,False,77,0.36633663366336633,0.0,0.10449373051524162,0.31965248651887357,0.2571899340922708,-0.06246255242660276,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle157_rank4_obj8_qc.png,fragmented_q70_mask,pending,,
cycle157_rank6_obj3,control,control_balancing,157.0,156.0,near_baseline_or_context_like,2.25,-0.33999993314068344,0.7929458469284842,-0.0888448999578106,0.7596153846153847,1.4002260781262924e-08,-1.513507770645609e-06,1.2884615384615383,False,True,False,70,0.3179916317991632,0.0,0.07530029341578483,0.32609346914319953,0.2505991611743559,-0.07549430796884365,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle157_rank6_obj3_qc.png,fragmented_q70_mask;diffusion_ci_crosses_zero,pending,,
cycle157_rank2_obj2,control,control_balancing,157.0,156.0,optical_loss_rollout_hard,3.105769230769231,-0.39172390909209526,0.6756360226257907,-0.0888448999578106,0.451923076923077,1.838715828077807e-06,3.112057966509353e-07,1.8846153846153844,False,True,False,71,0.4046961325966851,0.0,0.07792758196592331,0.3385260635110845,0.21689634511683642,-0.12162971839424808,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle157_rank2_obj2_qc.png,fragmented_q70_mask;diffusion_ci_crosses_zero,pending,,
cycle118_rank4_obj1,control,control_balancing,118.0,116.0,near_baseline_or_context_like,0.9615384615384616,-0.4393851171686899,1.1051828859084512,-0.0045616643801136,0.6634615384615385,1.899809183382682e-06,-1.0246332137107062e-06,0.8653846153846154,False,True,False,61,0.4382716049382716,0.0,0.09856782108545303,0.3018274415817855,0.29119233073696826,-0.01063511084481722,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle118_rank4_obj1_qc.png,fragmented_q70_mask;diffusion_ci_crosses_zero,pending,,
cycle90_rank5_obj10,control,control_balancing,90.0,86.0,near_baseline_or_context_like,0.9326923076923076,-1.004015492165658,0.764701860494445,-0.0178277307758196,0.5480769230769231,3.5984745915784e-07,-3.2354183198737946e-06,1.2884615384615383,True,True,False,62,0.4017355793772333,0.0,0.07398127391934395,0.2949370880766926,0.29343918514080286,-0.00149790293588975,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle90_rank5_obj10_qc.png,fragmented_q70_mask;diffusion_ci_crosses_zero,pending,,
cycle118_rank1_obj7,control,control_balancing,118.0,116.0,near_baseline_or_context_like,0.625,-1.010638192968047,0.5779761010946141,-0.0045616643801136,0.7980769230769231,1.197560368428275e-06,-1.726882028665113e-06,0.9423076923076924,True,False,True,67,0.42929806714140384,0.0,0.0663386881351471,0.29898142600359495,0.2944877171959257,-0.00449370880766925,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle118_rank1_obj7_qc.png,fragmented_q70_mask;already_in_primary_qc,pending,,
cycle60_rank5_obj18,event,event_comparator,60.0,60.0,front_negative_high_apparent_front_proxy,2.75,7.145111200594751,1.236404564188312,-0.5548182864282688,-0.2884615384615384,3.7616948823796086e-06,4.276389356478945e-07,1.7884615384615383,False,False,False,81,0.2565217391304348,0.0,0.07275727391242981,0.2855002995805872,0.2756141402037148,-0.009886159376872428,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle60_rank5_obj18_qc.png,fragmented_q70_mask;threshold_sign_unstable,pending,,
cycle60_rank3_obj9,event,event_comparator,60.0,60.0,optical_brightening_decorrelating_rollout_hard_front_positive,3.673076923076923,6.845413173735752,2.4945534720369364,0.1594674278574455,0.6057692307692307,5.211058363880742e-06,1.877002417149028e-06,2.846153846153846,True,False,True,72,0.31746031746031744,0.0,0.06843284443020821,0.28744757339724386,0.29254044337926904,0.005092869982025183,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle60_rank3_obj9_qc.png,fragmented_q70_mask;already_in_primary_qc,pending,,
cycle60_rank1_obj1,event,event_comparator,60.0,60.0,optical_brightening_decorrelating_rollout_hard_front_positive,2.6538461538461537,3.823198724983257,1.990971834925495,0.1594674278574455,0.451923076923077,3.083948958163193e-06,-2.501069885685212e-07,1.8846153846153848,False,False,True,74,0.3029215786776012,0.0,0.07570320665836335,0.2937387657279808,0.29224086279209105,-0.00149790293588975,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle60_rank1_obj1_qc.png,fragmented_q70_mask;already_in_primary_qc,pending,,
cycle60_rank2_obj2,event,event_comparator,60.0,60.0,optical_brightening_decorrelating_rollout_hard_front_positive,2.923076923076923,3.663859898191151,1.3721660201122636,0.1594674278574455,0.9134615384615384,4.057906823151882e-06,7.238508764201678e-07,2.307692307692308,False,False,True,59,0.3787801127626858,0.0,0.07670276314020157,0.286848412222888,0.29224086279209105,0.005392450569203067,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle60_rank2_obj2_qc.png,fragmented_q70_mask;already_in_primary_qc,pending,,
cycle156_rank7_obj27,event,event_comparator,156.0,156.0,optical_brightening_decorrelating_rollout_hard_front_positive,3.2596153846153846,3.3189472209811486,1.6668088838929638,0.0296361115027952,0.701923076923077,1.3083161124387798e-06,-1.5908840057147065e-07,3.019230769230769,True,False,True,49,0.8151881720430108,0.0,0.1368897259235382,0.27771120431396046,0.4457759137207909,0.16806470940683044,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle156_rank7_obj27_qc.png,already_in_primary_qc,pending,,
cycle86_rank2_obj6,event,event_comparator,86.0,86.0,near_baseline_or_context_like,1.2692307692307692,3.0930795112716725,2.198397308847956,0.0650642115750638,0.4326923076923077,1.6117143058060102e-06,-5.867342541429243e-07,0.8269230769230769,True,False,False,72,0.37769964841788045,0.0,0.07482312694191932,0.29673457159976036,0.2982324745356501,0.00149790293588975,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle86_rank2_obj6_qc.png,fragmented_q70_mask,pending,,
cycle86_rank6_obj78,event,event_comparator,86.0,86.0,near_baseline_or_context_like,1.75,2.828290284175686,1.85813722649508,0.0650642115750638,0.3173076923076923,3.037250094731361e-07,-1.8947235504757984e-06,1.557692307692308,True,True,False,74,0.34651507661888287,0.0,0.09479583948850631,0.2995805871779509,0.3030257639304973,0.0034451767525464083,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle86_rank6_obj78_qc.png,fragmented_q70_mask;diffusion_ci_crosses_zero,pending,,
cycle60_rank4_obj5,event,event_comparator,60.0,60.0,optical_brightening_decorrelating_rollout_hard_front_positive,3.4807692307692304,2.716117818700155,1.5337954930279185,0.1594674278574455,0.4903846153846154,1.2281125674270095e-06,-2.1059433793047044e-06,2.596153846153846,False,True,True,70,0.3629745189807592,0.0,0.09888367950916288,0.28864589574595567,0.28804673457159974,-0.0005991611743559333,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle60_rank4_obj5_qc.png,fragmented_q70_mask;diffusion_ci_crosses_zero;already_in_primary_qc,pending,,
cycle156_rank8_obj10,event,event_comparator,156.0,156.0,optical_brightening_decorrelating_rollout_hard_front_positive,2.2403846153846154,2.593749351319924,1.5796474218170364,0.0296361115027952,0.4134615384615384,2.049368662829508e-06,5.819641498192576e-07,2.519230769230769,True,False,True,70,0.5495750708215298,0.0,0.06380477547645569,0.27860994607549433,0.42300778909526665,0.14439784301977232,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle156_rank8_obj10_qc.png,already_in_primary_qc,pending,,
cycle60_rank6_obj26,event,event_comparator,60.0,60.0,optical_brightening_decorrelating_rollout_hard_front_positive,3.5961538461538463,2.5541087835163236,1.320031653911962,0.1594674278574455,0.625,1.8443187539815653e-06,-1.4897371927501488e-06,2.615384615384616,False,True,True,71,0.45440333507034913,0.0,0.13085874170064923,0.29119233073696826,0.28744757339724386,-0.0037447573397244027,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle60_rank6_obj26_qc.png,diffusion_ci_crosses_zero;already_in_primary_qc,pending,,
cycle156_rank1_obj1,event,event_comparator,156.0,156.0,optical_loss_rollout_hard,2.875,2.5148246363605105,1.5087951450912631,0.0296361115027952,0.7596153846153847,3.1121066697894616e-06,1.6447021567792111e-06,1.826923076923077,True,False,True,72,0.4860706860706861,0.0,0.0703042596578598,0.2817555422408628,0.3602456560814859,0.0784901138406231,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle156_rank1_obj1_qc.png,already_in_primary_qc,pending,,
cycle156_rank6_obj3,event,event_comparator,156.0,156.0,optical_loss_rollout_hard,2.798076923076924,2.486886060534589,1.4367926892737708,0.0296361115027952,0.951923076923077,1.9010545341489733e-07,-1.277299059595353e-06,2.0576923076923075,True,True,True,73,0.5075787019043918,0.0,0.06700572669506072,0.2787597363690833,0.38541042540443377,0.10665068903535047,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle156_rank6_obj3_qc.png,diffusion_ci_crosses_zero;already_in_primary_qc,pending,,
cycle86_rank5_obj8,event,event_comparator,86.0,86.0,near_baseline_or_context_like,1.5673076923076923,2.4751395748073706,1.9606669965442456,0.0650642115750638,0.3942307692307694,6.469866669313556e-07,-1.551461893017579e-06,1.5961538461538465,False,True,False,78,0.22864197530864197,0.0,0.0772898942232132,0.2937387657279808,0.30332534451767523,0.009586578789694433,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle86_rank5_obj8_qc.png,fragmented_q70_mask;diffusion_ci_crosses_zero,pending,,
cycle156_rank2_obj2,event,event_comparator,156.0,156.0,optical_brightening_decorrelating_rollout_hard_front_positive,2.5673076923076925,2.3492393117140384,1.2118362385241466,0.0296361115027952,0.7788461538461539,1.924586662072925e-06,4.571821490626747e-07,2.865384615384616,True,False,True,52,0.879950495049505,0.0,0.06266969591379165,0.2750149790293589,0.48412222887956863,0.20910724985020973,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle156_rank2_obj2_qc.png,already_in_primary_qc,pending,,
cycle156_rank5_obj4,event,event_comparator,156.0,156.0,optical_brightening_decorrelating_rollout_hard_front_positive,2.932692307692308,2.2081974237388495,1.3097972948929866,0.0296361115027952,0.6826923076923077,5.231516203009118e-07,-9.442528927093386e-07,3.0384615384615383,True,True,True,75,0.34266169154228854,0.0,0.05496924743056297,0.2774116237267825,0.481725584182145,0.2043139604553625,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle156_rank5_obj4_qc.png,fragmented_q70_mask;diffusion_ci_crosses_zero;already_in_primary_qc,pending,,
cycle116_rank7_obj37,event,event_comparator,116.0,116.0,optical_brightening_decorrelating_rollout_hard_front_positive,1.6153846153846152,1.8968300110416174,1.32518717317117,0.0026455239053564,0.6826923076923077,4.588812077925554e-06,2.449019551320061e-06,1.846153846153846,True,False,True,71,0.38461538461538464,0.0,0.14108409881591796,0.3103654883163571,0.30572198921509885,-0.004643499101258219,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle116_rank7_obj37_qc.png,fragmented_q70_mask;already_in_primary_qc,pending,,
