cycleNo,particle0,particle1,particle2,particle3,addrs,n_frames,particle0_norm,particle0_abrupt_drop,particle1_norm,particle1_abrupt_drop,particle2_norm,particle2_abrupt_drop,particle3_norm,particle3_abrupt_drop,particle0_norm_delta_prev,particle0_norm_abs_delta_prev,particle0_norm_rolling3_slope,particle0_norm_rolling5_mean,particle0_norm_rolling5_std,particle1_norm_delta_prev,particle1_norm_abs_delta_prev,particle1_norm_rolling3_slope,particle1_norm_rolling5_mean,particle1_norm_rolling5_std,particle2_norm_delta_prev,particle2_norm_abs_delta_prev,particle2_norm_rolling3_slope,particle2_norm_rolling5_mean,particle2_norm_rolling5_std,particle3_norm_delta_prev,particle3_norm_abs_delta_prev,particle3_norm_rolling3_slope,particle3_norm_rolling5_mean,particle3_norm_rolling5_std,particle_norm_mean,particle_norm_std,particle_norm_min,particle_norm_max,particle_norm_range,particle_norm_cv,mean_delta_prev,mean_abs_delta_prev,max_abs_delta_prev,delta_std_across_particles,drop_count,any_abrupt_drop,synchronized_drop_2plus,synchronized_drop_3plus,cycle_gap,frames_percentile,future_any_drop_within_4cycles,future_sync2_drop_within_4cycles,cycles_to_next_drop_within_4,future_any_drop_within_8cycles,future_sync2_drop_within_8cycles,cycles_to_next_drop_within_8,future_any_drop_within_16cycles,future_sync2_drop_within_16cycles,cycles_to_next_drop_within_16,charge_capacity_mAh,discharge_capacity_mAh,capacity_mAh,coulombic_efficiency_pct,V_min,V_max,n_points
32,400,135,263,18,D://NMC_degradation_3_160623_Halfthedata\4_c2_x10_240623chopped\4_c2_x10_240623_cycle7.hdf5,934.0,1.1267605633802815,False,1.1065573770491803,False,1.0778688524590163,False,1.0,False,0.036619718309858884,0.036619718309858884,0.026760563380281814,1.0777464788732396,0.03750818200761462,0.06557377049180335,0.06557377049180335,0.020491803278688513,1.0688524590163935,0.02431540487572393,0.04508196721311464,0.04508196721311464,0.026639344262295358,1.0401639344262295,0.022146321452633462,0.0,0.0,-0.027777777777777693,1.0222222222222221,0.030429030972509187,1.0777966982221194,0.055608656994864426,1.0,1.1267605633802815,0.12676056338028152,0.05159475538067034,0.03681886400369422,0.03681886400369422,0.06557377049180335,0.027390946967440037,0,0,0,0,2.0,0.5224719101123596,0,0,,0,0,,0,0,,0.657246751606787,0.651167873005438,0.651167873005438,99.07509948333896,2.967153,4.201617,55087.0
34,389,133,255,17,D://NMC_degradation_3_160623_Halfthedata\4_c2_x10_240623chopped\4_c2_x10_240623_cycle9.hdf5,933.0,1.095774647887324,False,1.0901639344262295,False,1.0450819672131149,False,0.9444444444444444,False,-0.030985915492957483,0.030985915492957483,0.002816901408450799,1.092394366197183,0.02139732846741696,-0.016393442622950838,0.016393442622950838,0.024590163934426545,1.0721311475409836,0.02617822856175665,-0.032786885245901454,0.032786885245901454,0.00614754098360667,1.040983606557377,0.02225979608852524,-0.05555555555555558,0.05555555555555558,-0.027777777777777575,1.0,0.039283710065919256,1.0438662484927783,0.07005743059026272,0.9444444444444444,1.095774647887324,0.15133020344287962,0.06711341677290315,-0.03393044972934134,0.03393044972934134,0.05555555555555558,0.01617786390763191,0,0,0,0,2.0,0.5,0,0,,0,0,,0,0,,0.6579747258603789,0.6498317652090385,0.6498317652090385,98.7624204500116,2.995722,4.202389,47321.0
36,390,134,257,17,D://NMC_degradation_3_160623_Halfthedata\5_c2_x10_260623chopped\5_c2_x10_260623_cycle1.hdf5,921.0,1.0985915492957747,False,1.098360655737705,False,1.0532786885245902,False,0.9444444444444444,False,0.0028169014084507005,0.0028169014084507005,-0.014084507042253258,1.0969014084507043,0.01937323815667487,0.00819672131147553,0.00819672131147553,-0.004098360655737646,1.080327868852459,0.02681217579310883,0.008196721311475308,0.008196721311475308,-0.012295081967213059,1.0467213114754097,0.020614387442556472,0.0,0.0,-0.02777777777777786,0.9888888888888889,0.046481112585226386,1.0486688345006285,0.07267628862997184,0.9444444444444444,1.0985915492957747,0.15414710485133032,0.06930337418159277,0.004802586007850385,0.004802586007850385,0.00819672131147553,0.004084445478875559,0,0,0,0,2.0,0.38202247191011235,0,0,,0,0,,0,0,,0.6508293396874157,0.6436790965861274,0.6436790965861274,98.90136435694149,2.999776,4.200073,93037.0
38,363,126,237,17,D://NMC_degradation_3_160623_Halfthedata\5_c2_x10_260623chopped\5_c2_x10_260623_cycle3.hdf5,929.0,1.0225352112676056,False,1.0327868852459017,False,0.971311475409836,False,0.9444444444444444,False,-0.07605633802816913,0.07605633802816913,-0.036619718309859,1.0867605633802817,0.038592577348288554,-0.06557377049180335,0.06557377049180335,-0.02868852459016376,1.0737704918032787,0.034289345349757513,-0.08196721311475419,0.08196721311475419,-0.03688524590163924,1.0360655737704918,0.039777329700167036,0.0,0.0,-6.513087709172708e-17,0.9666666666666668,0.03042903097250923,0.9927695040919469,0.04196485236855926,0.9444444444444444,1.0327868852459017,0.08834244080145726,0.04227048896605976,-0.05589933040868167,0.05589933040868167,0.08196721311475419,0.03787773926732563,0,0,0,0,2.0,0.48314606741573035,0,0,,0,0,,0,0,,0.6535328465320648,0.6463712421912423,0.6463712421912423,98.9041707117209,2.972365,4.201617,76492.0
40,341,116,220,20,D://NMC_degradation_3_160623_Halfthedata\5_c2_x10_260623chopped\5_c2_x10_260623_cycle5.hdf5,927.0,0.9605633802816902,False,0.9508196721311476,False,0.9016393442622952,False,1.1111111111111112,False,-0.06197183098591541,0.06197183098591541,-0.06901408450704216,1.0608450704225354,0.06803268873680185,-0.08196721311475408,0.08196721311475408,-0.07377049180327874,1.0557377049180328,0.06541990144011459,-0.06967213114754078,0.06967213114754078,-0.07581967213114738,1.0098360655737706,0.07236827639311794,0.16666666666666674,0.16666666666666674,0.08333333333333351,0.9888888888888889,0.0724355822800294,0.981033376946561,0.09047194422100589,0.9016393442622952,1.1111111111111112,0.20947176684881597,0.09222106642548421,-0.011736127145385883,0.09506946047871925,0.16666666666666674,0.1192199211212534,0,0,0,0,2.0,0.46629213483146065,0,0,,0,0,,0,0,,0.65414076302676,0.6456776883909884,0.6456776883909884,98.70623035375256,2.999969,4.201423999999999,55703.0
42,352,114,222,18,D://NMC_degradation_3_160623_Halfthedata\5_c2_x10_260623chopped\5_c2_x10_260623_cycle7.hdf5,925.0,0.991549295774648,False,0.9344262295081968,False,0.9098360655737704,False,1.0,False,0.030985915492957816,0.030985915492957816,-0.015492957746478691,1.0338028169014084,0.061875725736588186,-0.016393442622950838,0.016393442622950838,-0.04918032786885253,1.021311475409836,0.07636599802525983,0.008196721311475197,0.008196721311475197,-0.030737704918032602,0.9762295081967214,0.07189090020194672,-0.11111111111111116,0.11111111111111116,0.02777777777777795,0.9888888888888889,0.0724355822800294,0.9589528977141538,0.04382316900671993,0.9098360655737704,1.0,0.09016393442622961,0.04569897970085994,-0.022080479232407246,0.04167179763462375,0.11111111111111116,0.06242741630630278,0,0,0,0,2.0,0.43820224719101125,0,0,,0,0,,0,0,,0.651583748065501,0.6433550351988286,0.6433550351988286,98.73712122331123,2.94978,4.200073,46147.0
44,375,125,244,20,D://NMC_degradation_3_160623_Halfthedata\5_c2_x10_260623chopped\5_c2_x10_260623_cycle9.hdf5,925.0,1.056338028169014,False,1.024590163934426,False,1.0,False,1.1111111111111112,False,0.064788732394366,0.064788732394366,0.04788732394366215,1.0259154929577465,0.05401550762948858,0.09016393442622916,0.09016393442622916,0.03688524590163927,1.0081967213114755,0.0665904787265243,0.09016393442622961,0.09016393442622961,0.049180327868852576,0.9672131147540984,0.06342535877271359,0.11111111111111116,0.11111111111111116,1.6964935913372018e-16,1.0222222222222221,0.08425417160057269,1.0480098258036379,0.047974142680745825,1.0,1.1111111111111112,0.11111111111111116,0.04577642451391919,0.08905692808948398,0.08905692808948398,0.11111111111111116,0.018954183681597056,0,0,0,0,2.0,0.43820224719101125,0,0,,0,0,,1,0,16.0,0.651025978143305,0.6335059760529974,0.6335059760529974,97.30886282905732,2.999969,4.202003,68598.0
46,365,120,238,19,D://NMC_degradation_3_160623_Halfthedata\6_c2_x10_270623_2chopped\6_c2_x10_270623_2_cycle1.hdf5,919.0,1.028169014084507,False,0.9836065573770492,False,0.9754098360655736,False,1.0555555555555556,False,-0.028169014084507005,0.028169014084507005,0.01830985915492951,1.011830985915493,0.03674949917138128,-0.04098360655737676,0.04098360655737676,0.024590163934426392,0.9852459016393442,0.04352760015525155,-0.024590163934426368,0.024590163934426368,0.0327868852459018,0.951639344262295,0.043411680907754914,-0.05555555555555558,0.05555555555555558,0.027777777777777887,1.0444444444444445,0.07243558228002923,1.0106852407706715,0.03784458019155298,0.9754098360655736,1.0555555555555556,0.08014571948998195,0.0374444769399181,-0.03732458503296643,0.03732458503296643,0.05555555555555558,0.014044532563941376,0,0,0,0,2.0,0.3539325842696629,0,0,,0,0,,1,0,14.0,0.6469941477438187,0.6398801285556821,0.6398801285556821,98.9004507671446,2.999969,4.200073,92490.0
48,370,122,242,17,D://NMC_degradation_3_160623_Halfthedata\6_c2_x10_270623_2chopped\6_c2_x10_270623_2_cycle3.hdf5,924.0,1.0422535211267605,False,1.0,False,0.9918032786885246,False,0.9444444444444444,False,0.014084507042253502,0.014084507042253502,-0.007042253521126694,1.015774647887324,0.03916404798070893,0.016393442622950838,0.016393442622950838,-0.012295081967212847,0.9786885245901639,0.03647310731358506,0.01639344262295095,0.01639344262295095,-0.004098360655737731,0.9557377049180328,0.04658449914223846,-0.11111111111111116,0.11111111111111116,-0.08333333333333327,1.0444444444444447,0.07243558228002923,0.9946253110649323,0.040097451774225676,0.9444444444444444,1.0422535211267605,0.09780907668231609,0.04031412767014129,-0.016059929705738968,0.03949562584981661,0.11111111111111116,0.06337680149818185,0,0,0,0,2.0,0.4044943820224719,0,0,,0,0,,1,0,12.0,0.6473670668830174,0.6399956269773582,0.6399956269773582,98.86131990909708,2.999969,4.200073,92525.0
50,379,130,248,20,D://NMC_degradation_3_160623_Halfthedata\6_c2_x10_270623_2chopped\6_c2_x10_270623_2_cycle5.hdf5,924.0,1.0676056338028168,False,1.0655737704918034,False,1.0163934426229508,False,1.1111111111111112,False,0.025352112676056304,0.025352112676056304,0.019718309859155115,1.0371830985915493,0.02950359655836883,0.06557377049180335,0.06557377049180335,0.04098360655737725,1.001639344262295,0.048630809751447006,0.024590163934426257,0.024590163934426257,0.020491803278688624,0.9786885245901639,0.041228774885112285,0.16666666666666674,0.16666666666666674,0.02777777777777787,1.0444444444444445,0.07243558228002923,1.0651709895071706,0.038711899886189206,1.0163934426229508,1.1111111111111112,0.09471766848816032,0.036343366715329235,0.07054567844223816,0.07054567844223816,0.16666666666666674,0.06687882561331414,0,0,0,0,2.0,0.4044943820224719,0,0,,0,0,,1,0,10.0,0.6472557223302668,0.6399385683032753,0.6399385683032753,98.86951111059348,2.999776,4.200073,92513.0
52,382,132,251,19,D://NMC_degradation_3_160623_Halfthedata\6_c2_x10_270623_2chopped\6_c2_x10_270623_2_cycle7.hdf5,925.0,1.076056338028169,False,1.0819672131147542,False,1.028688524590164,False,1.0555555555555556,False,0.008450704225352101,0.008450704225352101,0.016901408450704307,1.0540845070422535,0.01924997133889568,0.016393442622950838,0.016393442622950838,0.04098360655737712,1.0311475409836066,0.041955684892032157,0.012295081967213184,0.012295081967213184,0.01844262295081981,1.0024590163934426,0.020817090326557704,-0.05555555555555558,0.05555555555555558,0.055555555555555476,1.0555555555555556,0.06804138174397692,1.0605669078221607,0.0240779323845789,1.028688524590164,1.0819672131147542,0.05327868852459017,0.022702888622106968,-0.004604081685009864,0.023173696092767926,0.05555555555555558,0.03412212324360011,0,0,0,0,2.0,0.43820224719101125,0,0,,1,0,8.0,1,0,8.0,0.6472278977112533,0.6399538715053725,0.6399538715053725,98.87612597794325,2.999776,4.200073,92512.0
54,365,126,238,19,D://NMC_degradation_3_160623_Halfthedata\6_c2_x10_270623_2chopped\6_c2_x10_270623_2_cycle9.hdf5,924.0,1.028169014084507,False,1.0327868852459017,False,0.9754098360655736,False,1.0555555555555556,False,-0.04788732394366191,0.04788732394366191,-0.019718309859154827,1.0484507042253521,0.022305163825159645,-0.049180327868852514,0.049180327868852514,-0.01639344262295068,1.0327868852459017,0.04179524191469522,-0.05327868852459039,0.05327868852459039,-0.020491803278688655,0.9975409836065573,0.024176854432381267,0.0,0.0,-0.027777777777777693,1.0444444444444443,0.06085806194501822,1.0229803227378844,0.03389782776462304,0.9754098360655736,1.0555555555555556,0.08014571948998195,0.03313634388772949,-0.0375865850842762,0.0375865850842762,0.05327868852459039,0.025162893192710232,0,0,0,0,2.0,0.4044943820224719,0,0,,1,0,6.0,1,0,6.0,0.6473085935979581,0.6398704223287225,0.6398704223287225,98.85090799924473,2.999776,4.200073,92512.0
56,371,126,243,20,D://NMC_degradation_3_160623_Halfthedata\7_c2_x10_290623chopped\7_c2_x10_290623_cycle1.hdf5,913.0,1.0450704225352112,False,1.0327868852459017,False,0.9959016393442623,False,1.1111111111111112,False,0.016901408450704203,0.016901408450704203,-0.015492957746478749,1.0518309859154928,0.01957695814523277,0.0,0.0,-0.024590163934426014,1.042622950819672,0.03195670276986584,0.020491803278688714,0.020491803278688714,-0.0163934426229509,1.0016393442622953,0.021017838368783587,0.05555555555555558,0.05555555555555558,0.027777777777777825,1.0555555555555556,0.06804138174397692,1.0462175145591215,0.04804360448575204,0.9959016393442623,1.1111111111111112,0.11520947176684881,0.04592123895574213,0.023237191821237124,0.023237191821237124,0.05555555555555558,0.02332468668863212,0,0,0,0,2.0,0.30337078651685395,1,0,4.0,1,0,4.0,1,0,4.0,0.6452598058266455,0.6375714923988263,0.6375714923988263,98.80849336059764,2.999969,4.200073,92199.0
58,373,130,246,21,D://NMC_degradation_3_160623_Halfthedata\7_c2_x10_290623chopped\7_c2_x10_290623_cycle3.hdf5,919.0,1.0507042253521126,False,1.0655737704918034,False,1.0081967213114753,False,1.1666666666666667,False,0.005633802816901401,0.005633802816901401,0.011267605633803041,1.0535211267605633,0.01889634910563207,0.032786885245901676,0.032786885245901676,0.016393442622950963,1.0557377049180328,0.02199411125409697,0.012295081967212962,0.012295081967212962,0.016393442622951032,1.0049180327868854,0.020368481376703405,0.05555555555555558,0.05555555555555558,0.05555555555555583,1.1,0.04648111258522573,1.0727853459555146,0.06714406282923703,1.0081967213114753,1.1666666666666667,0.15846994535519143,0.06258853467972456,0.026567831396392905,0.026567831396392905,0.05555555555555558,0.022515992179973746,0,0,0,0,2.0,0.3539325842696629,1,0,2.0,1,0,2.0,1,0,2.0,0.6472863899378487,0.6391710499937513,0.6391710499937513,98.7462520346092,2.991089,4.201038,71886.0
60,363,128,240,17,D://NMC_degradation_3_160623_Halfthedata\7_c2_x10_290623chopped\7_c2_x10_290623_cycle5.hdf5,920.0,1.0225352112676056,False,1.0491803278688523,False,0.9836065573770492,False,0.9444444444444444,True,-0.028169014084507005,0.028169014084507005,-0.01126760563380265,1.044507042253521,0.021117368804497248,-0.01639344262295106,0.01639344262295106,0.008196721311475499,1.0524590163934426,0.021374434115419172,-0.024590163934426146,0.024590163934426146,-0.006147540983606565,0.9983606557377052,0.02101783836878358,-0.22222222222222232,0.22222222222222232,-0.08333333333333327,1.0666666666666669,0.08240220541217377,0.9999416352394879,0.04575912107438528,0.9444444444444444,1.0491803278688523,0.10473588342440787,0.04576179195041308,-0.07284371071602663,0.07284371071602663,0.22222222222222232,0.09970758206493821,1,1,0,0,2.0,0.3707865168539326,0,0,,0,0,,0,0,,0.6475185538916496,0.6398820700465511,0.6398820700465511,98.8206540493392,2.962327,4.20181,56443.0
62,350,118,226,17,D://NMC_degradation_3_160623_Halfthedata\7_c2_x10_290623chopped\7_c2_x10_290623_cycle7.hdf5,917.0,0.9859154929577464,False,0.9672131147540984,False,0.9262295081967212,False,0.9444444444444444,False,-0.03661971830985922,0.03661971830985922,-0.03239436619718307,1.0264788732394368,0.025477000686411302,-0.08196721311475386,0.08196721311475386,-0.049180327868852354,1.0295081967213116,0.037382800822922654,-0.05737704918032793,0.05737704918032793,-0.040983606557377025,0.9778688524590164,0.03142670411914877,0.0,0.0,-0.11111111111111127,1.0444444444444445,0.09938079899999047,0.9559506400882527,0.026079838714970504,0.9262295081967212,0.9859154929577464,0.05968598476102516,0.027281574614106466,-0.04399099515123525,0.04399099515123525,0.08196721311475386,0.03469352941568342,0,0,0,0,2.0,0.33707865168539325,0,0,,0,0,,0,0,,0.6460740325710648,0.6373127960633862,0.6373127960633862,98.6439268464617,2.991282,4.201617,47050.0
64,362,121,235,17,D://NMC_degradation_3_160623_Halfthedata\7_c2_x10_290623chopped\7_c2_x10_290623_cycle9.hdf5,915.0,1.019718309859155,False,0.9918032786885246,False,0.9631147540983608,False,0.9444444444444444,False,0.03380281690140852,0.03380281690140852,-0.0014084507042252733,1.024788732394366,0.025616771931018946,0.024590163934426146,0.024590163934426146,-0.02868852459016375,1.0213114754098362,0.04081934294422537,0.03688524590163955,0.03688524590163955,-0.010245901639344225,0.9754098360655739,0.03214013758475012,0.0,0.0,-6.513087709172708e-17,1.0222222222222221,0.10829771494232168,0.9797701967726211,0.032994743762184246,0.9444444444444444,1.019718309859155,0.07527386541471048,0.033676002669676484,0.023819556684368554,0.023819556684368554,0.03688524590163955,0.016716686628008678,0,0,0,0,2.0,0.3258426966292135,0,0,,0,0,,0,0,,0.6452284154883315,0.6378367320564149,0.6378367320564149,98.85440826000784,2.999969,4.202003,44034.0
