candidate_id,x_ds,y_ds,x_full_approx,y_full_approx,area_ds_px,area_full_approx_px,bbox_x0_ds,bbox_y0_ds,bbox_x1_ds,bbox_y1_ds,mean_residual,mean_abs_z,mean_temporal_std,polarity,rank_score,candidate_rank,cycleNo,balanced_cycle_rank,selection_role,selection_subrole,transferred_masked_residual_signature,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,source_stem,local_cycle_index,n_segments_inferred,h5_total_frames,segment_start_frame,segment_end_frame,sampled_first_frame,sampled_last_frame,n_sampled_frames,cycle_table_n_frames,downsample,n_candidates,overlay_png
154,103.1219512195122,273.2926829268293,412.4878048780488,1093.1707317073171,41,656,100,270,108,278,7631.912109375,19.602760314941406,1541.624755859375,bright,6133868.296815857,15,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
98,298.4074074074074,145.77777777777777,1193.6296296296296,583.1111111111111,27,432,296,143,302,149,9145.88671875,23.417530059814453,2561.84521484375,bright,5782700.083319619,16,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
60,180.70967741935485,93.19354838709677,722.8387096774194,372.7741935483871,31,496,178,90,184,97,7686.8740234375,19.786521911621094,2188.2294921875,bright,4714991.54019513,17,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
126,367.0,217.0,1468.0,868.0,21,336,365,215,370,220,8982.126953125,23.00490379333496,2011.3511962890625,bright,4339292.294739392,18,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
61,157.67857142857142,94.03571428571429,630.7142857142857,376.14285714285717,28,448,155,91,161,98,7734.9482421875,19.86237907409668,1735.458984375,bright,4301765.274935685,19,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
109,273.1578947368421,174.8421052631579,1092.6315789473683,699.3684210526316,19,304,271,173,276,178,8966.666015625,22.9659481048584,2288.550537109375,bright,3912631.7413803823,20,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
57,121.92307692307692,89.46153846153847,487.6923076923077,357.84615384615387,52,832,117,84,127,96,5330.779296875,13.839824676513672,1681.751220703125,bright,3836406.644612819,21,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
58,441.030303030303,89.12121212121212,1764.121212121212,356.4848484848485,33,528,438,86,445,93,6544.65625,16.86319351196289,1737.4140625,bright,3642005.5588299036,22,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
131,316.2238805970149,228.97014925373134,1264.8955223880596,915.8805970149253,67,1072,310,225,324,234,4543.29443359375,11.820348739624023,997.369140625,bright,3598122.7503353385,23,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
135,70.6470588235294,232.0,282.5882352941176,928.0,17,272,69,230,74,235,8984.078125,23.08264923095703,1931.0296630859375,bright,3525397.5083891153,24,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
132,375.1707317073171,229.3658536585366,1500.6829268292684,917.4634146341464,41,656,371,226,380,233,5686.51806640625,14.70116901397705,2047.77587890625,bright,3427536.9910061625,25,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
42,310.8965517241379,71.41379310344827,1243.5862068965516,285.6551724137931,29,464,309,68,314,76,6762.0400390625,17.438610076904297,1671.265869140625,bright,3419696.8074031435,26,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
162,3.0,292.0,12.0,1168.0,11,176,2,290,5,295,10762.8701171875,27.491851806640625,2804.803466796875,bright,3254803.5330342352,27,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
86,474.17105263157896,132.57894736842104,1896.6842105263158,530.3157894736842,76,1216,469,126,478,139,2993.712890625,13.874981880187988,1176.1204833984375,bright,3156866.120504938,28,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
9,257.83870967741933,9.870967741935484,1031.3548387096773,39.483870967741936,31,496,255,7,262,14,6081.1572265625,15.695313453674316,1598.9951171875,bright,2958815.733791231,29,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
68,189.1304347826087,105.1304347826087,756.5217391304348,420.5217391304348,23,368,187,103,193,109,6817.7587890625,17.551334381103516,1488.9375,bright,2752197.5774404965,30,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
102,458.8636363636364,164.0,1835.4545454545455,656.0,22,352,456,162,462,167,6865.71533203125,17.70018768310547,1934.774169921875,bright,2673537.899026014,31,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
112,47.951219512195124,181.1219512195122,191.8048780487805,724.4878048780488,41,656,44,178,53,185,4906.150390625,12.734640121459961,1166.701416015625,bright,2561600.443861153,32,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
104,467.3921568627451,169.52941176470588,1869.5686274509803,678.1176470588235,51,816,464,164,473,177,4274.98876953125,11.307254791259766,1765.856201171875,bright,2465257.7495900597,33,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
128,408.84,224.04,1635.36,896.16,25,400,407,221,412,228,6166.53271484375,15.91043472290039,1895.7099609375,bright,2452805.4056537803,34,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
27,50.333333333333336,45.111111111111114,201.33333333333334,180.44444444444446,36,576,47,41,54,51,5077.748046875,13.167017936706543,1593.189208984375,bright,2406916.7860060707,35,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
157,23.387755102040817,278.18367346938777,93.55102040816327,1112.734693877551,49,784,20,273,28,284,4331.89404296875,11.287681579589844,1817.0517578125,bright,2395954.9890841134,36,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
161,42.642857142857146,287.92857142857144,170.57142857142858,1151.7142857142858,28,448,40,285,47,292,5720.3154296875,14.810481071472168,2086.898681640625,bright,2372177.455038633,37,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
95,323.8,140.2,1295.2,560.8,15,240,322,138,327,143,7835.2568359375,20.115131378173828,2068.243896484375,bright,2364108.309549261,38,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
56,469.8709677419355,85.41935483870968,1879.483870967742,341.6774193548387,31,496,467,83,474,90,5426.26513671875,14.04517936706543,1229.9168701171875,bright,2362598.8812925285,39,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
23,57.125,31.666666666666668,228.5,126.66666666666667,24,384,55,29,60,35,6058.66796875,15.638646125793457,1703.9686279296875,bright,2273984.7445670664,40,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
84,174.3,126.15,697.2,504.6,40,640,171,123,180,130,4550.087890625,11.84512710571289,1338.7979736328125,bright,2155854.776264727,41,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
92,429.1388888888889,138.33333333333334,1716.5555555555557,553.3333333333334,36,576,426,135,433,143,4737.63134765625,12.310023307800293,1257.41845703125,bright,2099532.683282895,42,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
39,445.5,60.0,1782.0,240.0,22,352,443,58,449,63,5984.96142578125,15.452925682067871,1605.307861328125,bright,2034673.6106980937,43,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
139,437.265306122449,243.83673469387756,1749.061224489796,975.3469387755102,49,784,432,240,443,249,3922.06494140625,10.255036354064941,1383.0550537109375,bright,1970825.0092991092,44,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
31,77.78571428571429,45.642857142857146,311.14285714285717,182.57142857142858,14,224,76,44,81,48,7256.6123046875,18.6571102142334,2125.119384765625,bright,1895423.8177072369,45,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
122,91.0,205.84,364.0,823.36,25,400,88,203,94,209,5319.412109375,13.775938987731934,1352.9705810546875,bright,1831997.4167338107,46,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
93,162.13636363636363,138.0,648.5454545454545,552.0,22,352,160,136,166,141,5632.90576171875,14.565850257873535,1598.428466796875,bright,1805057.3605219843,47,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
47,381.1578947368421,76.84210526315789,1524.6315789473683,307.36842105263156,19,304,379,75,384,80,5907.46533203125,15.280221939086914,1891.3375244140625,bright,1715080.246047086,48,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
114,405.3181818181818,183.22727272727272,1621.2727272727273,732.9090909090909,22,352,403,181,409,187,5486.70849609375,14.197479248046875,1588.1715087890625,bright,1713743.4602942169,49,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
46,264.3,76.85,1057.2,307.4,20,320,262,75,268,80,5734.2880859375,14.821304321289062,1835.843994140625,bright,1699792.575752437,50,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
14,143.5,17.5,574.0,70.0,20,320,142,15,146,21,5694.15087890625,14.720169067382812,1735.2691650390625,bright,1676377.2726537287,51,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
28,264.9736842105263,45.21052631578947,1059.8947368421052,180.8421052631579,38,608,263,41,268,51,4065.23681640625,10.615785598754883,1482.3966064453125,bright,1639915.9331430774,52,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
113,83.6470588235294,180.0,334.5882352941176,720.0,17,272,82,178,87,183,6107.5751953125,15.761878967285156,1417.6700439453125,bright,1636536.6372058466,53,146.0,1,future8_negative,hard_negative_high_warning,3.21719464829548,0,1,0,17_c2_x10_HighHighCOV_150723,0,10,12377,0,1237,0,1236,16,1244.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_146_rank1_17_c2_x10_HighHighCOV_150723_local0.png
