relative_path,source_class,suffix,file_size_mb,records_scanned,has_calibration_terms,snippet_count,snippets,h5_n_attrs,h5_n_calibration_attr_hits,movie_shape,error
alek_jiho_nmc_deg/OBJECTIVES_OBSERVATIONS.md,project_observation_note,.md,0.411297,1,True,12,"# Objectives And Observations Last updated: 2026-05-22 ## Working Objective Use the Alek_Jiho NMC degradation data and the SP/FOV charge-photometry video work to build AI analyses that extract physically useful sig || # Objectives And Observations Last updated: 2026-05-22 ## Working Objective Use the Alek_Jiho NMC degradation data and the SP/FOV charge-photometry video work to build AI analyses that extract physically useful signals, not just low pixel error. The main targets are pa || NMC degradation data and the SP/FOV charge-photometry video work to build AI analyses that extract physically useful signals, not just low pixel error. The main targets are particle-region-only prediction, rollout, phase-boundary/proxy tracking, apparent transport/degradation observa || already extracted ROI masks, phase labels, per-frame optical observables, and boundary/phase-front proxies for all 8 SP videos. - Existing pixel rollout models remain weaker than desired: Walrus true rollout has particle MAE ratio near 1.0 and unstable mean-intensity slopes; physics- || training histories plateau around validation rollout MAE 5-6. - Project decision summaries therefore support moving the central target from pixel recreation to physical-observable forecasting under future electrochemical controls. ## Active Isambard Jobs As of the latest check, the || dl`, dependent on Tier 2 - `4687712` `obs_res_gru` for SP physical-observable residual forecasting - `4687884` `fov_particles`, followed by FOV QC, FOV residual GRU, and FOV observable baselines - `4687040` and `4687041` probabilistic rollout evaluations for v5/v6 ## Computational || endent on Tier 2 - `4687712` `obs_res_gru` for SP physical-observable residual forecasting - `4687884` `fov_particles`, followed by FOV QC, FOV residual GRU, and FOV observable baselines - `4687040` and `4687041` probabilistic rollout evaluations for v5/v6 ## Computational Experime || 87712` `obs_res_gru` for SP physical-observable residual forecasting - `4687884` `fov_particles`, followed by FOV QC, FOV residual GRU, and FOV observable baselines - `4687040` and `4687041` probabilistic rollout evaluations for v5/v6 ## Computational Experiments To Prioritize 1.",,,,
alek_jiho_nmc_deg/scripts/OBJECTIVES_OBSERVATIONS.md,project_observation_note,.md,0.222495,1,True,12,"# Objectives And Observations Last updated: 2026-05-21 ## Working Objective Use the Alek_Jiho NMC degradation data and the SP/FOV charge-photometry video work to build AI analyses that extract physically useful sig || # Objectives And Observations Last updated: 2026-05-21 ## Working Objective Use the Alek_Jiho NMC degradation data and the SP/FOV charge-photometry video work to build AI analyses that extract physically useful signals, not just low pixel error. The main targets are pa || NMC degradation data and the SP/FOV charge-photometry video work to build AI analyses that extract physically useful signals, not just low pixel error. The main targets are particle-region-only prediction, rollout, phase-boundary/proxy tracking, apparent transport/degradation observa || already extracted ROI masks, phase labels, per-frame optical observables, and boundary/phase-front proxies for all 8 SP videos. - Existing pixel rollout models remain weaker than desired: Walrus true rollout has particle MAE ratio near 1.0 and unstable mean-intensity slopes; physics- || training histories plateau around validation rollout MAE 5-6. - Project decision summaries therefore support moving the central target from pixel recreation to physical-observable forecasting under future electrochemical controls. ## Active Isambard Jobs As of the latest check, the || dl`, dependent on Tier 2 - `4687712` `obs_res_gru` for SP physical-observable residual forecasting - `4687884` `fov_particles`, followed by FOV QC, FOV residual GRU, and FOV observable baselines - `4687040` and `4687041` probabilistic rollout evaluations for v5/v6 ## Computational || endent on Tier 2 - `4687712` `obs_res_gru` for SP physical-observable residual forecasting - `4687884` `fov_particles`, followed by FOV QC, FOV residual GRU, and FOV observable baselines - `4687040` and `4687041` probabilistic rollout evaluations for v5/v6 ## Computational Experime || 87712` `obs_res_gru` for SP physical-observable residual forecasting - `4687884` `fov_particles`, followed by FOV QC, FOV residual GRU, and FOV observable baselines - `4687040` and `4687041` probabilistic rollout evaluations for v5/v6 ## Computational Experiments To Prioritize 1.",,,,
NMC_degradation_1_180523/2023_04_06_lifun_nmc811_c20_2.hdf5,raw_hdf5,.hdf5,32.585896,14,False,0,autofocus;average_intensity;camera_settings;camera_timing;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,3.0,0.0,"(7, 1200, 1920)",
NMC_degradation_1_180523/C20_x2_180523.hdf5,raw_hdf5,.hdf5,43.049,20,False,0,autofocus;average_intensity;camera_settings;camera_timing;echem_dataframe/axis0;echem_dataframe/axis1;echem_dataframe/block0_items;echem_dataframe/block0_values;echem_dataframe/block1_items;echem_dataframe/block1_values;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,54.0,0.0,"(9, 1200, 1920)",
NMC_degradation_1_180523/C20_x2_tryagain2_190523.hdf5,raw_hdf5,.hdf5,42.022608,14,False,0,autofocus;average_intensity;camera_settings;camera_timing;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,3.0,0.0,"(9, 1200, 1920)",
NMC_degradation_1_180523/C20_x2_tryagain3_190523.hdf5,raw_hdf5,.hdf5,11937.36834,20,False,0,autofocus;average_intensity;camera_settings;camera_timing;echem_dataframe/axis0;echem_dataframe/axis1;echem_dataframe/block0_items;echem_dataframe/block0_values;echem_dataframe/block1_items;echem_dataframe/block1_values;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,54.0,0.0,"(2369, 1200, 1920)",
NMC_degradation_1_180523/C20_x2_tryagain_190523.hdf5,raw_hdf5,.hdf5,4.651752,7,False,0,autofocus;average_intensity;camera_settings;camera_timing;movie;protocol;stage_position,2.0,0.0,"(1, 1200, 1920)",
NMC_degradation_1_180523/C2_x20_round1_220523.hdf5,raw_hdf5,.hdf5,4463.736735,20,False,0,autofocus;average_intensity;camera_settings;camera_timing;echem_dataframe/axis0;echem_dataframe/axis1;echem_dataframe/block0_items;echem_dataframe/block0_values;echem_dataframe/block1_items;echem_dataframe/block1_values;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,54.0,0.0,"(903, 1200, 1920)",
NMC_degradation_1_180523/ocvTest180523.hdf5,raw_hdf5,.hdf5,52.348168,20,False,0,autofocus;average_intensity;camera_settings;camera_timing;echem_dataframe/axis0;echem_dataframe/axis1;echem_dataframe/block0_items;echem_dataframe/block0_values;echem_dataframe/block1_items;echem_dataframe/block1_values;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,54.0,0.0,"(11, 1200, 1920)",
NMC_degradation_2_240523/1_OCV_240523.hdf5,raw_hdf5,.hdf5,32.504784,14,False,0,autofocus;average_intensity;camera_settings;camera_timing;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,3.0,0.0,"(7, 1200, 1920)",
NMC_degradation_2_240523/2_OCV_240523.hdf5,raw_hdf5,.hdf5,3416.181855,14,False,0,autofocus;average_intensity;camera_settings;camera_timing;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,3.0,0.0,"(727, 1200, 1920)",
NMC_degradation_2_240523/3_C20_x2_250523.hdf5,raw_hdf5,.hdf5,13.905512,7,False,0,autofocus;average_intensity;camera_settings;camera_timing;movie;protocol;stage_position,2.0,0.0,"(3, 1200, 1920)",
NMC_degradation_2_240523/4_C20_x2_250523.hdf5,raw_hdf5,.hdf5,41.932704,14,False,0,autofocus;average_intensity;camera_settings;camera_timing;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,3.0,0.0,"(9, 1200, 1920)",
NMC_degradation_2_240523/5_C20_x2_250523.hdf5,raw_hdf5,.hdf5,4.651576,7,False,0,autofocus;average_intensity;camera_settings;camera_timing;movie;protocol;stage_position,2.0,0.0,"(1, 1200, 1920)",
NMC_degradation_2_240523/6_C20_x2_250523.hdf5,raw_hdf5,.hdf5,13704.177563,20,False,0,autofocus;average_intensity;camera_settings;camera_timing;echem_dataframe/axis0;echem_dataframe/axis1;echem_dataframe/block0_items;echem_dataframe/block0_values;echem_dataframe/block1_items;echem_dataframe/block1_values;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,54.0,0.0,"(2653, 1200, 1920)",
NMC_degradation_2_240523/7_C2_x20_round1_280523.hdf5,raw_hdf5,.hdf5,14231.768802,14,False,0,autofocus;average_intensity;camera_settings;camera_timing;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,3.0,0.0,"(2882, 1200, 1920)",
NMC_degradation_3_160623_Halfthedata/10_c2_x10_030723.hdf5,raw_hdf5,.hdf5,42413.859444,14,False,0,autofocus;average_intensity;camera_settings;camera_timing;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,3.0,0.0,"(9068, 1200, 1920)",
NMC_degradation_3_160623_Halfthedata/11_c2_x10_050723.hdf5,raw_hdf5,.hdf5,42265.777649,20,False,0,autofocus;average_intensity;camera_settings;camera_timing;echem_dataframe/axis0;echem_dataframe/axis1;echem_dataframe/block0_items;echem_dataframe/block0_values;echem_dataframe/block1_items;echem_dataframe/block1_values;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,54.0,0.0,"(9020, 1200, 1920)",
NMC_degradation_3_160623_Halfthedata/12_c2_x10_070723.hdf5,raw_hdf5,.hdf5,42356.156391,20,False,0,autofocus;average_intensity;camera_settings;camera_timing;echem_dataframe/axis0;echem_dataframe/axis1;echem_dataframe/block0_items;echem_dataframe/block0_values;echem_dataframe/block1_items;echem_dataframe/block1_values;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,54.0,0.0,"(9042, 1200, 1920)",
NMC_degradation_3_160623_Halfthedata/13_c2_x6_100723.hdf5,raw_hdf5,.hdf5,25610.585966,20,False,0,autofocus;average_intensity;camera_settings;camera_timing;echem_dataframe/axis0;echem_dataframe/axis1;echem_dataframe/block0_items;echem_dataframe/block0_values;echem_dataframe/block1_items;echem_dataframe/block1_values;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,54.0,0.0,"(5458, 1200, 1920)",
NMC_degradation_3_160623_Halfthedata/14_c2_x10_HighCOV_110723.hdf5,raw_hdf5,.hdf5,55645.78486,20,False,0,autofocus;average_intensity;camera_settings;camera_timing;echem_dataframe/axis0;echem_dataframe/axis1;echem_dataframe/block0_items;echem_dataframe/block0_values;echem_dataframe/block1_items;echem_dataframe/block1_values;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,54.0,0.0,"(11902, 1200, 1920)",
NMC_degradation_3_160623_Halfthedata/15_c2_x5_HighCOV_120723.hdf5,raw_hdf5,.hdf5,28997.61002,14,False,0,autofocus;average_intensity;camera_settings;camera_timing;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,3.0,0.0,"(6193, 1200, 1920)",
NMC_degradation_3_160623_Halfthedata/16_c2_x10_HighHighCOV_130723.hdf5,raw_hdf5,.hdf5,57187.933175,14,False,0,autofocus;average_intensity;camera_settings;camera_timing;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,3.0,0.0,"(12245, 1200, 1920)",
NMC_degradation_3_160623_Halfthedata/17_c2_x10_HighHighCOV_150723.hdf5,raw_hdf5,.hdf5,57765.117105,14,False,0,autofocus;average_intensity;camera_settings;camera_timing;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,3.0,0.0,"(12377, 1200, 1920)",
NMC_degradation_3_160623_Halfthedata/18_c2_xN_HighHighCOV_170723.hdf5,raw_hdf5,.hdf5,27207.306051,14,False,0,autofocus;average_intensity;camera_settings;camera_timing;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,3.0,0.0,"(5818, 1200, 1920)",
NMC_degradation_3_160623_Halfthedata/1_c20_x1_190623.hdf5,raw_hdf5,.hdf5,10445.94231,20,False,0,autofocus;average_intensity;camera_settings;camera_timing;echem_dataframe/axis0;echem_dataframe/axis1;echem_dataframe/block0_items;echem_dataframe/block0_values;echem_dataframe/block1_items;echem_dataframe/block1_values;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,54.0,0.0,"(2108, 1200, 1920)",
NMC_degradation_3_160623_Halfthedata/2_c2_x14_200623.hdf5,raw_hdf5,.hdf5,64040.221733,20,False,0,autofocus;average_intensity;camera_settings;camera_timing;echem_dataframe/axis0;echem_dataframe/axis1;echem_dataframe/block0_items;echem_dataframe/block0_values;echem_dataframe/block1_items;echem_dataframe/block1_values;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,54.0,0.0,"(13648, 1200, 1920)",
NMC_degradation_3_160623_Halfthedata/3_c2_x10_220623_1.hdf5,raw_hdf5,.hdf5,10112.841428,0,False,0,,0.0,0.0,,"Unable to synchronously open file (addr overflow, addr = 26678648, size = 104, eoa = 2048)"
NMC_degradation_3_160623_Halfthedata/4_c2_x10_240623.hdf5,raw_hdf5,.hdf5,43900.580657,20,False,0,autofocus;average_intensity;camera_settings;camera_timing;echem_dataframe/axis0;echem_dataframe/axis1;echem_dataframe/block0_items;echem_dataframe/block0_values;echem_dataframe/block1_items;echem_dataframe/block1_values;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,54.0,0.0,"(9365, 1200, 1920)",
NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,raw_hdf5,.hdf5,43407.06618,14,False,0,autofocus;average_intensity;camera_settings;camera_timing;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,3.0,0.0,"(9279, 1200, 1920)",
NMC_degradation_3_160623_Halfthedata/6_c2_x10_270623.hdf5,raw_hdf5,.hdf5,32.549952,14,False,0,autofocus;average_intensity;camera_settings;camera_timing;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,3.0,0.0,"(7, 1200, 1920)",
NMC_degradation_3_160623_Halfthedata/6_c2_x10_270623_2.hdf5,raw_hdf5,.hdf5,43509.48711,14,False,0,autofocus;average_intensity;camera_settings;camera_timing;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,3.0,0.0,"(9256, 1200, 1920)",
NMC_degradation_3_160623_Halfthedata/7_c2_x10_290623.hdf5,raw_hdf5,.hdf5,43045.261716,14,False,0,autofocus;average_intensity;camera_settings;camera_timing;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,3.0,0.0,"(9206, 1200, 1920)",
NMC_degradation_3_160623_Halfthedata/8_c2_x10_300623.hdf5,raw_hdf5,.hdf5,42774.232517,14,False,0,autofocus;average_intensity;camera_settings;camera_timing;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,3.0,0.0,"(9141, 1200, 1920)",
NMC_degradation_3_160623_Halfthedata/9_c2_x10_010723.hdf5,raw_hdf5,.hdf5,42555.594349,14,False,0,autofocus;average_intensity;camera_settings;camera_timing;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,3.0,0.0,"(9096, 1200, 1920)",
alek_jiho_nmc_deg/config/Package Licenses.xlsx,spreadsheet,.xlsx,0.01821,2,False,0,,,,,
alek_jiho_nmc_deg/echemDF_full/exampleParticles.xlsx,spreadsheet,.xlsx,0.012586,2,False,0,,,,,
NMC_degradation_3_160623_Halfthedata/details.txt,text_note,.txt,0.000254,1,False,0,,,,,
alek_jiho_nmc_deg/README.md,text_note,.md,0.004001,1,False,0,,,,,
alek_jiho_nmc_deg/agentic_research/README.md,text_note,.md,0.002544,1,True,1,"ed-particle, protocol-local, and artifact checks before making claims. - Use apparent transport/degradation coefficients only after spatial calibration and visual front validation.",,,,
alek_jiho_nmc_deg/claude_agentic_ai_research_workflow_isambard.md,text_note,.md,0.042423,1,True,4,"advance? 3. **Population statistics:** Distribution of heterogeneity modes across electrode? 4. **Phase-transition kinetics:** Sub-particle resolution tracking of H2→H3 transition? ## Workflow 1. Data preprocessing: Convert HDF5 → Zarr, create per-particle intensity time-series 2. Segment || ers report 2-5 particles. You likely have thousands in your videos. **Agent task:** ```python # Process entire electrode (all particles in field of view) # - Segment all particles # - Measure heterogeneity distribution at each cycle # - Fit to distribution (e.g., bimodal? log-normal?) || analysis. #### Direction 4: Phase Transition Kinetics (Medium-High Confidence) **The gap:** H2 ↔ H3 transition is known, but sub-particle resolution dynamics are not. **Agent task:** ```python # Known fact: H3 phase has different optical reflectivity than H2 # (This is from spectroscopy || eity_metrics, particle_id): """""" Standard plot for heterogeneity over cycles. Requirements: - x-axis: cycle number (log scale if >100 cycles) - y-axis: heterogeneity metric (ratio or percentage) - Include error bars (std across particles of similar size)",,,,
alek_jiho_nmc_deg/config/requirements.txt,text_note,.txt,0.000123,1,False,0,,,,,
alek_jiho_nmc_deg/echemDF_full/objDetAddrs_10_2_2+5.txt,text_note,.txt,0.002542,1,False,0,,,,,
alek_jiho_nmc_deg/echemDF_full/objDetAddrs_10_2_2.txt,text_note,.txt,0.003119,1,False,0,,,,,
alek_jiho_nmc_deg/echemDF_full/objDetAddrs_2_1_1.txt,text_note,.txt,0.009129,1,False,0,,,,,
alek_jiho_nmc_deg/gpt_AGENTIC_RESEARCH_WORKFLOW.md,text_note,.md,0.022493,1,True,2,"- ""Effect is not robust to registration or normalization variants."" - id: H004_spatial_gradient_degradation claim: ""Electrode-scale spatial position predicts particle-level degradation signatures."" observable: ""Spatial maps of response lag, hysteresis, irreversible o || ect`, `inconclusive`, `promising`, or `validation-ready`. ## 17. Key scientific caution The agentic system should generate hypotheses and scale analysis, but it must not lower the evidentiary bar. Optical battery videos are vulnerable to drift, focus variation, illumination artifact",,,,
