cycleNo,echem_shape_points,echem_shape_duration_s,shape_V_min,shape_V_max,shape_V_range,shape_V_mean,shape_V_std,shape_I_mean_mA,shape_I_abs_mean_mA,shape_I_pos_fraction,shape_I_neg_fraction,shape_charge_mAh_signed,shape_charge_mAh_abs,shape_charge_mAh_pos,shape_charge_mAh_neg_abs,shape_dVdt_slope,shape_dIdt_slope,shape_V_q05,shape_I_q05,shape_V_q10,shape_I_q10,shape_V_q25,shape_I_q25,shape_V_q50,shape_I_q50,shape_V_q75,shape_I_q75,shape_V_q90,shape_I_q90,shape_V_q95,shape_I_q95,shape_dVdt_abs_median,shape_dVdt_abs_p95,shape_dVdt_sign_consistency,all_dq_abs_total_mAh,all_dq_abs_lowV_frac,all_dq_abs_midV_frac,all_dq_abs_highV_frac,all_dq_abs_peak_voltage,all_dq_abs_peak_frac,all_dq_abs_entropy,all_dqdv_abs_integral_proxy,pos_dq_abs_total_mAh,pos_dq_abs_lowV_frac,pos_dq_abs_midV_frac,pos_dq_abs_highV_frac,pos_dq_abs_peak_voltage,pos_dq_abs_peak_frac,pos_dq_abs_entropy,pos_dqdv_abs_integral_proxy,neg_dq_abs_total_mAh,neg_dq_abs_lowV_frac,neg_dq_abs_midV_frac,neg_dq_abs_highV_frac,neg_dq_abs_peak_voltage,neg_dq_abs_peak_frac,neg_dq_abs_entropy,neg_dqdv_abs_integral_proxy,shape_block_mode,shape_block_nunique
32,55087,9403.865224838257,2.967153,4.201617,1.2344639999999996,3.8278694296476483,0.1884647187482715,0.009847382994172853,0.500889,0.509829905422332,0.490170094577668,0.006144267139385736,1.3084146246122248,0.6572794458758053,0.6511351787364196,-3.4078480086269405e-05,-0.0001599230577013095,3.533713,-0.500889,3.604171,-0.500889,3.711499,-0.500889,3.828286,0.500889,3.956076,0.500889,4.078074,0.500889,4.127878,0.500889,0.0,0.009646099523361061,0.014377518788802963,1.3083464490809025,0.062333005647007875,0.6753516084366075,0.2623153859163847,3.825,0.1267068509291668,2.6972435849545566,1.0598498207164428,0.6572467516067857,0.0023075996393651043,0.6066939021336298,0.39099849822700505,3.825,0.18188450517471594,2.2663642144844975,0.6000691615486252,0.6510996974741277,0.12292511353071428,0.7446575144529242,0.13241737201636156,3.675,0.14477145079716455,2.6689458339127032,0.5582503780895224,galvanostatic_14,2
34,47321,9399.494434595093,2.995722,4.202389,1.206667,3.8305152322647453,0.18844624350026354,0.01910578062593773,0.500889,0.519071870839585,0.48092812916041505,0.008261225963714322,1.3078064910694174,0.6580338585165658,0.6497726325528516,-3.39810552596924e-05,-0.00015964643736223204,3.531011,-0.500889,3.601276,-0.500889,3.714781,-0.500889,3.831953,0.500889,3.959743,0.500889,4.080198,0.500889,4.128263,0.500889,0.0,0.00643850750826882,0.013609467455621301,1.3076882257570293,0.06126851473132293,0.6756845968949792,0.26304688837369783,3.825,0.12670891121078967,2.6925271451743047,1.0837192247380838,0.6579747258603814,0.002294339155782411,0.6059293273599259,0.39177633348429186,3.825,0.18109329342448657,2.270590806996345,0.5963200076313596,0.6497134998966678,0.12099255773385931,0.7463268174382327,0.13268062482790785,3.675,0.14638832898622264,2.6601894233143915,0.5707587321958232,galvanostatic_18,2
36,93037,9303.918374300003,2.999776,4.200073,1.2002969999999995,3.82704176250309,0.19039754177215942,0.0027834045917215756,0.500889,0.5027784644818728,0.4972215355181272,0.007215633430643464,1.2945084362735428,0.6508620348520932,0.6436464014214497,-3.619207375939271e-05,-0.00016150265736767665,3.527343,-0.500889,3.598573,-0.500889,3.707831,-0.500889,3.829637,0.500889,3.957041,0.500889,4.078923200000002,0.500889,4.129808,0.500889,0.0,0.009645180059092663,0.028601831549077777,1.2944193881977633,0.06200310682767624,0.6780547073619575,0.2599421858103664,3.825,0.12776936589860824,2.695761169559976,1.0784159155590356,0.6508293396874204,0.001169378005729226,0.6062055218898037,0.39262510010446694,3.825,0.1837916845029284,2.258726624649169,0.6042198225740578,0.6435900485103374,0.12352111142012259,0.750712073718325,0.12576681486155245,3.675,0.14603867108896076,2.659511138148047,0.5690466451372884,galvanostatic_2,2
38,76492,9342.698121547699,2.972365,4.201617,1.2292519999999998,3.8351424230899966,0.1875257477649027,0.037259561914971505,0.500889,0.5371934319928882,0.46280656800711184,0.007221431066643018,1.2999040887233069,0.653562759894975,0.6463413288283321,-3.306161811140101e-05,-0.00016102139744448633,3.5376801500000004,-0.500889,3.608804,-0.500889,3.722695,-0.500889,3.835235,0.500889,3.963411,0.500889,4.084058,0.500889,4.133089,0.500889,0.0,0.009634045486456758,0.007883280385927756,1.299770514370488,0.06294973602886886,0.6769150639137964,0.2601352000573348,3.825,0.12588893520261318,2.699053582630414,1.0573670121102006,0.6535328465320599,0.0012071251055554865,0.6067086328453073,0.39208424204913733,3.825,0.18169991873302146,2.2573212464539805,0.6005946337310998,0.6462376678383996,0.12538934033730498,0.7479140338353799,0.12669662582731522,3.675,0.1456947955033935,2.6656590249410916,0.5574027235742073,galvanostatic_6,2
40,55703,9342.082627296455,2.999969,4.201423999999999,1.2014549999999993,3.825958122722295,0.1890908953675941,0.020457111376407044,0.500889,0.5204208031883382,0.47957919681166183,0.008539603484041468,1.2998184514177484,0.6541790274508948,0.6456394239668535,-3.422495830625256e-05,-0.0001596746925778029,3.528887,-0.500889,3.600117,-0.500889,3.711113,-0.500889,3.828093,0.500889,3.951829,0.500889,4.077302,0.500889,4.12807,0.500889,0.0,0.006426799230388817,0.010538221248788194,1.2997419225694666,0.061657394846390594,0.6783262732865363,0.2600163318670731,3.825,0.1267334218901282,2.6979478692179977,1.0818065783316624,0.6541407630267585,0.0018632515196976614,0.6066725517182799,0.39146419676202254,3.825,0.1834420452411126,2.260353429970942,0.5920163439424682,0.6456011595427158,0.12224245725234793,0.7509277849281293,0.12682975781952277,3.675,0.14614080805937069,2.6618860888199287,0.5705327433090803,galvanostatic_10,2
42,46147,9307.011373281479,2.94978,4.200073,1.2502929999999997,3.8292156086202787,0.1916887642832719,0.006762169740178139,0.500889,0.506750167941578,0.493249832058422,0.0083636674968845,1.2949387832643295,0.6516512253806072,0.6432875578837226,-3.589306964363843e-05,-0.00016209368276025662,3.526185,-0.500889,3.599345,-0.500889,3.710534,-0.500889,3.832339,0.500889,3.9604185000000003,0.500889,4.081356,0.500889,4.133089,0.500889,0.0,0.003860150934396701,0.009881679885580549,1.2947551303427534,0.06440574357809885,0.6775232876598836,0.2580709687620174,3.825,0.12789920857313652,2.701397308458258,1.035561368689382,0.6515837480654996,0.0024172159865415883,0.6048758769475308,0.3927069070659277,3.825,0.18268973510742365,2.2682853712876,0.5974253479938163,0.6431713822772471,0.12720505066505194,0.7511208908237765,0.12167405851117158,3.675,0.14463892053737945,2.655916081876658,0.5451367202000682,galvanostatic_14,2
44,68598,9232.215191602707,2.999969,4.202003,1.2020340000000003,3.745250221595382,0.19813167148381355,-0.17382669369369372,0.500889,0.3264818216274527,0.6735181783725473,0.017553399004068437,1.2845319541963025,0.6510426766001854,0.6334892775961171,-4.879731799467415e-05,-0.00015418146528124076,3.492017,-0.500889,3.566143,-0.500889,3.61556,-0.500889,3.694512,-0.500889,3.880212,0.500889,4.035992,0.500889,4.103072499999988,0.500889,0.0,0.006426852803246513,0.04315057509803636,1.2844985572825396,0.06390181324682664,0.6737350866022025,0.26236310015097086,3.825,0.12607072850428078,2.7004079205913043,1.0686041803164796,0.6510259781433064,0.0027847364802932044,0.6066806966713971,0.39053456684830967,3.825,0.18024530992387522,2.27440136761891,0.5900218490993745,0.6334725791392403,0.12671243203833993,0.7426475403232662,0.13064002763839386,3.675,0.14514010042586925,2.6736976327114266,0.5601010251479361,galvanostatic_19,2
46,92490,9249.049978494642,2.999969,4.200073,1.2001039999999996,3.826095535982268,0.19112447227306817,0.0027727880635744742,0.500889,0.5027678667964104,0.49723213320358955,0.007130715240006127,1.2868742762995011,0.6470024957697535,0.6398717805297474,-3.7025321564473276e-05,-0.00016245997201848897,3.52522,-0.500889,3.595485,-0.500889,3.704936,-0.500889,3.830023,0.500889,3.9564135,0.500889,4.079039,0.500889,4.130300150000001,0.500889,0.0,0.0019302273398163698,0.028543934954427013,1.286857580247644,0.06354140415860093,0.6774199823882592,0.25903861345313983,3.825,0.12698984617557424,2.700354457327262,1.0722883852129852,0.6469941477438178,0.0011999765521865588,0.603977558057015,0.39482246539079835,3.825,0.18266744021411932,2.2622733940207005,0.6010900990588889,0.6398634325038114,0.12657757215075394,0.7516808579511857,0.12174156989806033,3.675,0.14588678659807927,2.657324849639726,0.5669125576702463,galvanostatic_2,2
48,92525,9252.560343503952,2.999969,4.200073,1.2001039999999996,3.825723522766819,0.19122563361447373,0.0028745966927857377,0.500889,0.5028694947311537,0.4971305052688463,0.007388135260904936,1.2873626938603753,0.6473754145606401,0.6399872792997352,-3.703419891434733e-05,-0.00016239812611147693,3.5244855999999998,-0.500889,3.5947891999999997,-0.500889,3.704743,-0.500889,3.829637,0.500889,3.956076,0.500889,4.078846,0.500889,4.130194,0.500889,0.0,0.0019302273398163698,0.02858717738100385,1.2873459985051083,0.0638847676592863,0.677553178615422,0.25856205372529173,3.825,0.1268432949284976,2.700934537867064,1.0726953651559439,0.6473670668830098,0.0011777930041517387,0.604639843442659,0.39418236355318925,3.825,0.18234512959578286,2.2612832003541206,0.602734010659652,0.6399789316221078,0.1273156530365742,0.7513082502203683,0.12137609674305751,3.675,0.14544740087077793,2.6581140288254104,0.5672093723994882,galvanostatic_6,2
50,92513,9251.349992275238,2.999776,4.200073,1.2002969999999995,3.8256871213775363,0.19106868828667167,0.0028533125398592834,0.500889,0.5028482483542853,0.4971517516457147,0.00733385070913958,1.2871942906335423,0.6472640706713408,0.6399302199622012,-3.6997243413238714e-05,-0.0001624192854524682,3.525799,-0.500889,3.595099,-0.500889,3.704936,-0.500889,3.829251,0.500889,3.955882,0.500889,4.078846,0.500889,4.130387,0.500889,0.0,0.001930259558297347,0.028785454859910065,1.2871636812438099,0.06331010745882222,0.678318196753011,0.2583716957881669,3.825,0.12634456307518088,2.7000432946331747,1.0723709892166775,0.6472557223302644,0.0011564999808801922,0.6047222987619425,0.39412120125717737,3.825,0.18136831940425938,2.258975515245673,0.6067741763789656,0.6399079589135472,0.12617739570425876,0.7527591619749934,0.12106344232074806,3.675,0.1457244365100145,2.655562898104598,0.5670494732447495,galvanostatic_10,2
52,92512,9251.259998083115,2.999776,4.200073,1.2002969999999995,3.8254500532039084,0.19114258892889724,0.00283710044102389,0.500889,0.5028320650294016,0.4971679349705984,0.007292111591229728,1.2871817692166259,0.6472369404039278,0.6399448288126981,-3.699778035557956e-05,-0.00016242108147344647,3.525799,-0.500889,3.5945383,-0.500889,3.704164,-0.500889,3.829251,0.500889,3.955689,0.500889,4.078846,0.500889,4.130387,0.500889,0.0,0.0019302043272817681,0.028710099339538,1.2871539415788982,0.063389490259781,0.6783687553719149,0.25824175436830415,3.825,0.12596610843142897,2.7008462566289393,1.07236287483756,0.6472278977112542,0.0011565486742695086,0.6045784767852197,0.39426497454051074,3.825,0.18049473682630301,2.2637182382477206,0.6053237554186435,0.6399260438676496,0.1263325386585239,0.7530010153632986,0.1206664459781776,3.675,0.14539420971611455,2.6547717396760135,0.5672590278783742,galvanostatic_14,2
54,92512,9251.240209579468,2.999776,4.200073,1.2002969999999995,3.8251478124999996,0.19125107218227064,0.0029020722068488535,0.500889,0.5028969214804566,0.4971030785195434,0.0074548674537950966,1.2871790159266803,0.6473169416902378,0.6398620742364428,-3.700886459353524e-05,-0.0001624208640423558,3.525413,-0.500889,3.59394,-0.500889,3.703585,-0.500889,3.829058,0.500889,3.955496,0.500889,4.078653,0.500889,4.130387,0.500889,0.0,0.001930287174990442,0.028364194528218267,1.2871470197577664,0.06361141652495553,0.6784891413407615,0.25789944213428295,3.825,0.12531820611172487,2.701608520095879,1.0723571080805558,0.6473085935979559,0.0011735732869299215,0.6047803790664031,0.39404604764666695,3.825,0.1794834824441513,2.2672706184066764,0.6033300558377733,0.639838426159808,0.12677822683403445,0.753058459613847,0.12016331355211861,3.675,0.14541192177504536,2.65480479150327,0.5672789147340102,galvanostatic_18,2
56,92199,9219.992201089859,2.999969,4.200073,1.2001039999999996,3.8250062007722425,0.19178221607674084,0.003026010835258522,0.500889,0.5030206401370948,0.49697935986290526,0.007746756127771184,1.2828312982254717,0.6452890271766215,0.6375422710488503,-3.744908501930405e-05,-0.00016296962061786396,3.523868,-0.500889,3.592396,-0.500889,3.702233,-0.500889,3.829637,0.500889,3.955882,0.500889,4.079039,0.500889,4.13058,0.500889,0.0,0.00964609952510387,0.02838456365647845,1.282772855525527,0.06481537336575285,0.6769191154406112,0.2582655111936359,3.825,0.12559915220652215,2.704560083628027,1.0688847429268857,0.6452598058266455,0.0011234114025930166,0.6028365954447299,0.39603999315267713,3.825,0.1800296471612801,2.2708266993556165,0.5974428684105397,0.6375130496988771,0.12928128983362602,0.7519018510728788,0.11881685909349517,3.675,0.14569570375486196,2.6557152451370567,0.5655075401226061,galvanostatic_2,2
58,71886,9246.054083347328,2.991089,4.201038,1.2099489999999995,3.828237694919734,0.18861881982137998,0.016360450880560914,0.500889,0.5163314136271319,0.48366858637286814,0.008233601707006623,1.2864574399316,0.6473455208193033,0.6391119191122967,-3.5063566459085726e-05,-0.00016263260047900033,3.530625,-0.500889,3.5978975,-0.500889,3.711113,-0.500889,3.830795,0.500889,3.954917,0.500889,4.08039,0.500889,4.131931,0.500889,0.0,0.009603855919122354,0.009862975586005426,1.2863391781686968,0.06523815353299629,0.6761715578273597,0.25859028863964406,3.825,0.125238321163992,2.7045292132745113,1.0631350397154735,0.6472863899378488,0.0014917796983530214,0.6032771924125377,0.39523102788910935,3.825,0.17898300724310728,2.269193479760182,0.5872489894966583,0.6390527882308388,0.1298058401951358,0.7500050994457157,0.12018906035914845,3.675,0.1463946326882411,2.6587650699188137,0.5622519791401851,galvanostatic_6,2
60,56443,9252.832955360413,2.962327,4.20181,1.239483,3.8299725906489734,0.1920841837861112,0.021644283099764395,0.500889,0.5216058678666974,0.4783941321333026,0.007694923294138473,1.2874006239382005,0.6475477736161694,0.639852850322031,-3.612517341572915e-05,-0.00016262227492383474,3.525799,-0.500889,3.596643,-0.500889,3.712078,-0.500889,3.834463,0.500889,3.961094,0.500889,4.081935,0.500889,4.13251,0.500889,0.0,0.006434562930033533,0.010665816236136211,1.2873352297276686,0.06617779934519608,0.6756734529597476,0.25814874769505625,3.825,0.1244179443918511,2.707830275636725,1.038606604308142,0.6475185538916434,0.002047764512794865,0.6036461741271699,0.39430606136003515,3.825,0.17772133364505063,2.270805019230325,0.5865353051450972,0.6398166758360093,0.13107980797358884,0.7485677697099123,0.12035242231649869,3.675,0.14626061832236759,2.6619813580376084,0.5489392363234293,galvanostatic_10,2
62,47050,9223.984920978546,2.991282,4.201617,1.2103349999999997,3.8226030426780016,0.18933164932043287,0.002895681360255062,0.500889,0.5028905419766206,0.49710945802337936,0.008848891700530494,1.283386828634451,0.6461178601674906,0.6372689684669602,-3.614256575753759e-05,-0.00016245446997496864,3.52522,-0.500889,3.592396,-0.500889,3.702426,-0.500889,3.826934,0.500889,3.949319,0.500889,4.074212999999999,0.500889,4.126333,0.500889,0.0,0.003860335016717676,0.011392378158940678,1.2832991734415922,0.0656638829174134,0.6756352051973782,0.25870091188520844,3.825,0.12497686293339105,2.706714805586702,1.0602842795107077,0.646074032571063,0.0023129179044309054,0.6028772804511785,0.39480980164439056,3.825,0.17802057453369155,2.274891518440105,0.5964912905365066,0.6372251408705367,0.12989457754645806,0.7494034902623052,0.1207019321912367,3.675,0.14572944104284122,2.6585743489066935,0.5608344423169828,galvanostatic_14,2
64,44034,9221.672927856445,2.999969,4.202003,1.2020340000000003,3.8259250855475315,0.1931937551189728,0.006552029431802719,0.500889,0.5065404005995368,0.4934595994004633,0.007529428107278907,1.2830651475447465,0.6452972878260127,0.6377678597187337,-3.76578249696453e-05,-0.0001633634341648447,3.523289,-0.500889,3.590466,-0.500889,3.703005,-0.500889,3.831374,0.500889,3.958199,0.500889,4.081742,0.500889,4.132703,0.500889,0.0,0.003218972125570471,0.012195398905366429,1.2829274028693718,0.06701481628555662,0.6724719004573202,0.2605132832571232,3.825,0.12286543099163313,2.7106125184692647,1.0672971004725087,0.645228415488328,0.0027342906305846907,0.5984688263893272,0.3987968829800881,3.825,0.17506647230554087,2.2797164007158335,0.5837464845012071,0.6376989873810481,0.1320543138162793,0.7473487423012175,0.12059694388250312,3.675,0.1457404872442082,2.6612342901525787,0.5654788553677551,galvanostatic_18,2
66,91696,9169.548278570177,2.999969,4.200073,1.2001039999999996,3.8241666631805096,0.1923854315631603,0.0029278976618391326,0.5008889999999999,0.5029227010992846,0.4970772989007154,0.00753108779718571,1.275812741029094,0.6416719144131398,0.6341408266159541,-3.826108588283695e-05,-0.0001638640754825326,3.521938,-0.500889,3.590466,-0.500889,3.700689,-0.500889,3.829444,0.500889,3.95511,0.500889,4.079039,0.500889,4.131159,0.500889,0.0,0.009643801191343717,0.0286820437319374,1.2757529126446698,0.06602624686563294,0.6766074287547896,0.2573663243795774,3.825,0.1243916963475893,2.7077850022580146,1.0630352974781105,0.6416420002209179,0.001127588382139524,0.6013177338944897,0.3975546777233709,3.825,0.17777953888547413,2.265584345994208,0.6003162308866791,0.6341109124237368,0.13169568138433335,0.7527913099334664,0.11551300868220013,3.675,0.14464304503187186,2.653252030078542,0.5635509519356786,galvanostatic_2,2
