target,echem_feature,n,spearman_rho,p_value,abs_spearman_rho
phase_slope_abs_median_per_s,echem_regime_pc4,72,-0.31511884278124547,0.007014875457569418,0.31511884278124547
velocity_particle_mse_fraction_of_full_mean,dqdv_integral_asymmetry,54,0.31111903870948887,0.0220266705135114,0.31111903870948887
transferred_masked_residual_signature,highV_charge_discharge_imbalance,54,0.30828874613898066,0.023329632106016147,0.30828874613898066
transferred_masked_residual_signature,midV_charge_discharge_imbalance,54,-0.30416448197658624,0.02534415330492008,0.30416448197658624
persistence_particle_mse_fraction_of_full_mean,shape_I_abs_mean_mA,54,-0.2948965571464163,0.030408778730095763,0.2948965571464163
persistence_particle_mse_fraction_of_full_mean,dqdv_integral_asymmetry,54,0.2911945953029923,0.03265506278750953,0.2911945953029923
transferred_masked_residual_signature,echem_regime_pc4,72,-0.2789732477669274,0.01764144884685843,0.2789732477669274
phase_slope_abs_median_per_s,shape_charge_mAh_abs,54,-0.27745359985023615,0.042232426305587004,0.27745359985023615
persistence_particle_mse_fraction_of_full_mean,pos_dq_abs_peak_voltage,54,-0.2686481961672714,0.049502933918657364,0.2686481961672714
phase_slope_abs_median_per_s,coulombic_efficiency_pct,54,0.2552389905349469,0.06250274467921293,0.2552389905349469
phase_slope_abs_median_per_s,coulombic_inefficiency_pct,54,-0.2552389905349469,0.06250274467921293,0.2552389905349469
transferred_masked_residual_signature,neg_dq_abs_highV_frac,54,-0.2546733120278536,0.06310625393606205,0.2546733120278536
phase_slope_positive_fraction,all_dq_abs_peak_frac,54,0.2524907914443957,0.06547868622560732,0.2524907914443957
phase_slope_abs_median_per_s,charge_discharge_capacity_gap_mAh,54,-0.24493324394537977,0.07425015562705158,0.24493324394537977
phase_slope_abs_median_per_s,charge_discharge_capacity_abs_gap_mAh,54,-0.24493324394537977,0.07425015562705158,0.24493324394537977
phase_slope_abs_median_per_s,all_dq_abs_highV_frac,54,-0.24493324394537977,0.07425015562705158,0.24493324394537977
transferred_masked_residual_signature,neg_dq_abs_midV_frac,54,0.24436265162186763,0.07494851505045441,0.24436265162186763
phase_slope_abs_median_per_s,echem_regime_pc1,72,0.24415917689760103,0.03874409157359637,0.24415917689760103
phase_slope_abs_median_per_s,capacity_mAh,54,-0.24378816099098338,0.07565689621314278,0.24378816099098338
phase_slope_abs_median_per_s,capacity_fade_from_first_mAh,54,0.24378816099098338,0.07565689621314278,0.24378816099098338
phase_slope_abs_median_per_s,capacity_fraction_of_first,54,-0.24378816099098338,0.07565689621314278,0.24378816099098338
phase_slope_abs_median_per_s,shape_charge_mAh_neg_abs,54,-0.24378816099098338,0.07565689621314278,0.24378816099098338
phase_slope_positive_fraction,echem_outlier_score,54,0.24126897849131143,0.07882603858170209,0.24126897849131143
radius2_slope_median_px2_per_s,pos_dq_abs_peak_voltage,54,-0.24006860083032772,0.08037254673126173,0.24006860083032772
phase_slope_abs_median_per_s,all_dq_abs_peak_voltage,54,0.2394459224693124,0.08118414653263246,0.2394459224693124
phase_slope_positive_fraction,shape_I_pos_fraction,54,0.23691766326460528,0.08454601803075798,0.23691766326460528
phase_slope_positive_fraction,shape_I_neg_fraction,54,-0.23691766326460528,0.08454601803075798,0.23691766326460528
phase_slope_abs_median_per_s,shape_charge_mAh_pos,54,-0.23554356371932966,0.08641850564066414,0.23554356371932966
phase_slope_positive_fraction,pos_dq_abs_entropy,54,-0.23462749735581256,0.08768478652563304,0.23462749735581256
phase_slope_abs_median_per_s,signed_charge_fraction,54,-0.23416946417405404,0.08832335185712377,0.23416946417405404
roi_norm_mean_delta_last_minus_first,echem_regime_pc4,72,0.23334627542961708,0.048531975567096056,0.23334627542961708
diffusion_proxy_abs_median_um2_per_s,echem_regime_pc4,72,-0.2306430500626211,0.051273112334918214,0.2306430500626211
phase_slope_abs_median_per_s,echem_regime_pc2,72,-0.2278432809325181,0.0542445302681089,0.2278432809325181
phase_slope_abs_median_per_s,neg_dq_abs_highV_frac,54,-0.22729896644767592,0.09834492759283557,0.22729896644767592
transferred_masked_residual_signature,all_dq_abs_peak_voltage,54,-0.22695166528286626,0.09887399411090783,0.22695166528286626
phase_slope_positive_fraction,shape_I_abs_mean_mA,54,-0.2243230221028295,0.10295019486670094,0.2243230221028295
diffusion_proxy_abs_median_um2_per_s,all_dq_abs_highV_frac,54,-0.2227186346300905,0.10550111196585568,0.2227186346300905
phase_slope_abs_median_per_s,highV_charge_discharge_imbalance,54,0.22248961803921125,0.10586917579200784,0.22248961803921125
roi_norm_mean_delta_last_minus_first,shape_I_abs_mean_mA,54,-0.2218025387084157,0.1069793485475503,0.2218025387084157
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,pos_dq_abs_peak_voltage,54,-0.21720492456077264,0.11463997471602237,0.21720492456077264
velocity_particle_mse_fraction_of_full_mean,pos_dq_abs_peak_voltage,54,-0.21720492456077264,0.11463997471602237,0.21720492456077264
diffusion_proxy_abs_median_um2_per_s,dqdv_integral_asymmetry,54,0.21378698758579895,0.12060140413959018,0.21378698758579895
phase_slope_positive_fraction,pos_dq_abs_peak_frac,54,0.21218387144964404,0.12347735152069073,0.21218387144964404
phase_slope_positive_fraction,dqdv_peak_concentration,54,0.21218387144964404,0.12347735152069073,0.21218387144964404
phase_slope_abs_median_per_s,voltage_peak_hysteresis_proxy,54,-0.2113989161156344,0.12490435650992851,0.2113989161156344
phase_slope_positive_fraction,charge_discharge_capacity_gap_mAh,54,0.20531337372326594,0.1363942094134693,0.20531337372326594
phase_slope_positive_fraction,charge_discharge_capacity_abs_gap_mAh,54,0.20531337372326594,0.1363942094134693,0.20531337372326594
phase_slope_abs_median_per_s,neg_dq_abs_peak_voltage,54,0.20027149291520904,0.14649893117616875,0.20027149291520904
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,all_dq_abs_peak_voltage,54,-0.19407722136986374,0.15966160726290662,0.19407722136986374
phase_slope_abs_median_per_s,shape_V_std,54,-0.1924884446340268,0.16317345854839463,0.1924884446340268
phase_slope_abs_median_per_s,dqdv_entropy_asymmetry,54,0.18836614599819995,0.17254852930121528,0.18836614599819995
velocity_particle_mse_fraction_of_full_mean,shape_V_mean,54,-0.18745007963468288,0.17468394261760034,0.18745007963468288
diffusion_proxy_abs_median_um2_per_s,shape_V_std,54,-0.18447286395325233,0.18175621047355103,0.18447286395325233
roi_norm_mean_delta_last_minus_first,shape_dVdt_abs_p95,54,-0.18309876440797673,0.185088978216989,0.18309876440797673
roi_norm_mean_delta_last_minus_first,shape_I_pos_fraction,54,-0.18149564827182185,0.18903240769906174,0.18149564827182185
roi_norm_mean_delta_last_minus_first,shape_I_neg_fraction,54,0.18149564827182185,0.18903240769906174,0.18149564827182185
phase_slope_abs_median_per_s,neg_dq_abs_entropy,54,-0.17851843259039132,0.196514745158283,0.17851843259039132
diffusion_proxy_abs_median_um2_per_s,highV_charge_discharge_imbalance,54,0.17714433304511568,0.20003823913214297,0.17714433304511568
phase_slope_positive_fraction,coulombic_efficiency_pct,54,-0.17714433304511568,0.20003823913214297,0.17714433304511568
phase_slope_positive_fraction,coulombic_inefficiency_pct,54,0.17714433304511568,0.20003823913214297,0.17714433304511568
phase_slope_positive_fraction,lowV_charge_discharge_imbalance,54,-0.1764572832724779,0.201816681041138,0.1764572832724779
low_rank_dmd_particle_mse_fraction_of_full_mean,shape_I_abs_mean_mA,54,-0.17391335421455326,0.2084990513635769,0.17391335421455326
phase_slope_positive_fraction,signed_charge_fraction,54,0.17348006759104737,0.20965254047958531,0.17348006759104737
phase_slope_positive_fraction,neg_dq_abs_lowV_frac,54,0.17302203440928882,0.21087677896881907,0.17302203440928882
object_mean_residual,pos_dq_abs_lowV_frac,54,0.17302203440928882,0.21087677896881907,0.17302203440928882
phase_slope_positive_fraction,neg_dq_abs_entropy,54,0.1716479348640132,0.21457958550662812,0.1716479348640132
diffusion_proxy_abs_median_um2_per_s,neg_dq_abs_highV_frac,54,-0.1645484205467558,0.23443535244079203,0.1645484205467558
diffusion_proxy_abs_median_um2_per_s,shape_charge_mAh_pos,54,-0.16386137077411803,0.2364217828592975,0.16386137077411803
diffusion_proxy_abs_median_um2_per_s,coulombic_efficiency_pct,54,0.16340333759235948,0.23775247078731704,0.16340333759235948
diffusion_proxy_abs_median_um2_per_s,coulombic_inefficiency_pct,54,-0.16340333759235948,0.23775247078731704,0.16340333759235948
object_mean_residual,dqdv_integral_asymmetry,54,-0.16225825463796312,0.24110162740401192,0.16225825463796312
phase_slope_positive_fraction,dqdv_entropy_asymmetry,54,-0.16202923804708386,0.24177530948321754,0.16202923804708386
threshold_robust_phase_score,capacity_mAh,54,-0.16180022145620457,0.24245027641452335,0.16180022145620457
threshold_robust_phase_score,capacity_fade_from_first_mAh,54,0.16180022145620457,0.24245027641452335,0.16180022145620457
threshold_robust_phase_score,capacity_fraction_of_first,54,-0.16180022145620457,0.24245027641452335,0.16180022145620457
threshold_robust_phase_score,shape_charge_mAh_neg_abs,54,-0.16180022145620457,0.24245027641452335,0.16180022145620457
phase_slope_abs_median_per_s,shape_V_mean,54,-0.15973907213829117,0.24858288285692426,0.15973907213829117
object_mean_residual,pos_dq_abs_highV_frac,54,-0.15859398918389478,0.2520350096982937,0.15859398918389478
diffusion_proxy_abs_median_um2_per_s,shape_I_pos_fraction,54,0.15836497259301552,0.2527293098545591,0.15836497259301552
diffusion_proxy_abs_median_um2_per_s,shape_I_neg_fraction,54,-0.15836497259301552,0.2527293098545591,0.15836497259301552
object_mean_residual,shape_dVdt_abs_p95,54,0.15836497259301552,0.2527293098545591,0.15836497259301552
phase_slope_positive_fraction,voltage_peak_hysteresis_proxy,54,0.15784452403300706,0.2543119396424202,0.15784452403300706
diffusion_proxy_abs_median_um2_per_s,echem_outlier_score,54,-0.15744890622949845,0.25551944122000203,0.15744890622949845
persistence_particle_mse_fraction_of_full_mean,coulombic_efficiency_pct,54,0.1567618564568606,0.2576256288842422,0.1567618564568606
persistence_particle_mse_fraction_of_full_mean,coulombic_inefficiency_pct,54,-0.1567618564568606,0.2576256288842422,0.1567618564568606
phase_slope_abs_median_per_s,shape_V_range,54,-0.15630382327510206,0.2590362311386204,0.15630382327510206
transferred_masked_residual_signature,all_dq_abs_midV_frac,54,0.15569097213038824,0.2609317365597955,0.15569097213038824
diffusion_proxy_abs_median_um2_per_s,charge_discharge_capacity_gap_mAh,54,-0.15378464077543008,0.26688731067756,0.15378464077543008
diffusion_proxy_abs_median_um2_per_s,charge_discharge_capacity_abs_gap_mAh,54,-0.15378464077543008,0.26688731067756,0.15378464077543008
diffusion_proxy_abs_median_um2_per_s,signed_charge_fraction,54,-0.15378464077543008,0.26688731067756,0.15378464077543008
radius2_slope_median_px2_per_s,charge_discharge_capacity_gap_mAh,54,-0.1524105412301545,0.27123599813370075,0.1524105412301545
radius2_slope_median_px2_per_s,charge_discharge_capacity_abs_gap_mAh,54,-0.1524105412301545,0.27123599813370075,0.1524105412301545
threshold_robust_phase_score,shape_charge_mAh_abs,54,-0.1521815246392752,0.2719653345808306,0.1521815246392752
low_rank_dmd_particle_mse_fraction_of_full_mean,all_dq_abs_peak_voltage,54,-0.15122900366482886,0.2750127500063049,0.15122900366482886
radius2_slope_median_px2_per_s,coulombic_efficiency_pct,54,0.1508074250939996,0.2763687093891411,0.1508074250939996
radius2_slope_median_px2_per_s,coulombic_inefficiency_pct,54,-0.1508074250939996,0.2763687093891411,0.1508074250939996
roi_norm_mean_delta_last_minus_first,voltage_peak_hysteresis_proxy,54,0.15061406835137084,0.2769920970131543,0.15061406835137084
velocity_particle_mse_fraction_of_full_mean,echem_outlier_score,54,-0.1505784085031203,0.2771071668887836,0.1505784085031203
low_rank_dmd_particle_mse_fraction_of_full_mean,shape_dVdt_abs_p95,54,-0.15034939191224106,0.27784692836176067,0.15034939191224106
velocity_particle_mse_fraction_of_full_mean,voltage_peak_hysteresis_proxy,54,-0.14975621767727842,0.2797690434373449,0.14975621767727842
diffusion_proxy_abs_median_um2_per_s,shape_charge_mAh_abs,54,-0.14966234213960322,0.2800740388085239,0.14966234213960322
threshold_robust_phase_score,shape_charge_mAh_pos,54,-0.14783020941256905,0.2860704256413109,0.14783020941256905
velocity_particle_mse_fraction_of_full_mean,midV_charge_discharge_imbalance,54,-0.14760119282168982,0.28682585024457724,0.14760119282168982
velocity_particle_mse_fraction_of_full_mean,coulombic_efficiency_pct,54,0.14645610986729343,0.29062257113001194,0.14645610986729343
velocity_particle_mse_fraction_of_full_mean,coulombic_inefficiency_pct,54,-0.14645610986729343,0.29062257113001194,0.14645610986729343
threshold_robust_phase_score,neg_dq_abs_highV_frac,54,-0.1462270932764142,0.2913858357437053,0.1462270932764142
roi_norm_mean_delta_last_minus_first,pos_dq_abs_peak_voltage,54,0.14575593621841323,0.2929602148320193,0.14575593621841323
phase_slope_abs_median_per_s,pos_dq_abs_peak_frac,54,-0.14554004350377636,0.2936834723758226,0.14554004350377636
phase_slope_abs_median_per_s,dqdv_peak_concentration,54,-0.14554004350377636,0.2936834723758226,0.14554004350377636
radius2_slope_median_px2_per_s,signed_charge_fraction,54,-0.14439496054938003,0.2975390143817523,0.14439496054938003
velocity_particle_mse_fraction_of_full_mean,dqdv_entropy_asymmetry,54,0.14416594395850071,0.2983140455212939,0.14416594395850071
persistence_particle_mse_fraction_of_full_mean,echem_outlier_score,54,-0.14279184441322512,0.3029916949484711,0.14279184441322512
radius2_slope_median_px2_per_s,echem_outlier_score,54,-0.14279184441322512,0.3029916949484711,0.14279184441322512
phase_slope_abs_median_per_s,pos_dq_abs_midV_frac,54,0.1368374130503641,0.3238054178628296,0.1368374130503641
roi_norm_mean_delta_last_minus_first,capacity_mAh,54,0.1368374130503641,0.3238054178628296,0.1368374130503641
roi_norm_mean_delta_last_minus_first,capacity_fade_from_first_mAh,54,-0.1368374130503641,0.3238054178628296,0.1368374130503641
roi_norm_mean_delta_last_minus_first,capacity_fraction_of_first,54,0.1368374130503641,0.3238054178628296,0.1368374130503641
roi_norm_mean_delta_last_minus_first,shape_charge_mAh_neg_abs,54,0.1368374130503641,0.3238054178628296,0.1368374130503641
radius2_slope_median_px2_per_s,neg_dq_abs_lowV_frac,54,-0.13660839645948483,0.32462358415028686,0.13660839645948483
phase_slope_abs_median_per_s,neg_dq_abs_peak_frac,54,0.1361503632777263,0.3262638321874093,0.1361503632777263
diffusion_proxy_abs_median_um2_per_s,pos_dq_abs_midV_frac,54,0.13477626373245066,0.33121588510395755,0.13477626373245066
roi_norm_mean_delta_last_minus_first,neg_dq_abs_entropy,54,0.1329441310054165,0.3378916053429546,0.1329441310054165
radius2_slope_median_px2_per_s,neg_dq_abs_entropy,54,-0.13248609782365794,0.33957355370516906,0.13248609782365794
velocity_particle_mse_fraction_of_full_mean,echem_regime_pc2,72,-0.13236149921969592,0.26770929072468375,0.13236149921969592
phase_slope_positive_fraction,echem_regime_pc4,72,-0.13110643029930494,0.2723130171518324,0.13110643029930494
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,pos_dq_abs_lowV_frac,54,-0.13088298168750306,0.3455013250823938,0.13088298168750306
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,dqdv_integral_asymmetry,54,0.13088298168750306,0.3455013250823938,0.13088298168750306
phase_slope_positive_fraction,echem_regime_pc1,72,-0.13062371148376992,0.27409771274455585,0.13062371148376992
object_mean_residual,pos_dq_abs_midV_frac,54,0.129966915323986,0.34891719118327885,0.129966915323986
roi_norm_mean_delta_last_minus_first,dqdv_entropy_asymmetry,54,-0.12950888214222744,0.3506329057588024,0.12950888214222744
phase_slope_abs_median_per_s,pos_dq_abs_highV_frac,54,-0.12859281577871035,0.3540798816461985,0.12859281577871035
phase_slope_positive_fraction,shape_V_mean,54,0.12859281577871035,0.3540798816461985,0.12859281577871035
low_rank_dmd_particle_mse_fraction_of_full_mean,pos_dq_abs_entropy,54,-0.12836379918783108,0.35494486202442505,0.12836379918783108
persistence_particle_mse_fraction_of_full_mean,charge_discharge_capacity_gap_mAh,54,-0.12813478259695182,0.3558111360796094,0.12813478259695182
persistence_particle_mse_fraction_of_full_mean,charge_discharge_capacity_abs_gap_mAh,54,-0.12813478259695182,0.3558111360796094,0.12813478259695182
roi_norm_mean_delta_last_minus_first,echem_regime_pc1,72,-0.12724467977502496,0.286809252618553,0.12724467977502496
phase_slope_positive_fraction,echem_regime_pc2,72,0.12705159224881096,0.2875471988075388,0.12705159224881096
velocity_particle_mse_fraction_of_full_mean,charge_discharge_capacity_gap_mAh,54,-0.12607363327903837,0.36366574040640487,0.12607363327903837
velocity_particle_mse_fraction_of_full_mean,charge_discharge_capacity_abs_gap_mAh,54,-0.12607363327903837,0.36366574040640487,0.12607363327903837
diffusion_proxy_abs_median_um2_per_s,shape_I_abs_mean_mA,54,0.12602416972069072,0.3638555197144535,0.12602416972069072
roi_norm_mean_delta_last_minus_first,shape_charge_mAh_abs,54,0.12492855032464203,0.36807454026242353,0.12492855032464203
diffusion_proxy_abs_median_um2_per_s,capacity_mAh,54,-0.12447051714288349,0.36984706651016347,0.12447051714288349
diffusion_proxy_abs_median_um2_per_s,capacity_fade_from_first_mAh,54,0.12447051714288349,0.36984706651016347,0.12447051714288349
diffusion_proxy_abs_median_um2_per_s,capacity_fraction_of_first,54,-0.12447051714288349,0.36984706651016347,0.12447051714288349
diffusion_proxy_abs_median_um2_per_s,shape_charge_mAh_neg_abs,54,-0.12447051714288349,0.36984706651016347,0.12447051714288349
transferred_masked_residual_signature,echem_regime_pc2,72,-0.12340872642649126,0.3017044108963006,0.12340872642649126
diffusion_proxy_abs_median_um2_per_s,neg_dq_abs_peak_voltage,54,0.1229465921757461,0.37578142020575045,0.1229465921757461
persistence_particle_mse_fraction_of_full_mean,echem_regime_pc4,72,0.12290021043520999,0.30371614465919256,0.12290021043520999
phase_slope_abs_median_per_s,pos_dq_abs_peak_voltage,54,-0.12289225994885823,0.3759940448456983,0.12289225994885823
persistence_particle_mse_fraction_of_full_mean,signed_charge_fraction,54,-0.12286740100672859,0.3760913522796246,0.12286740100672859
persistence_particle_mse_fraction_of_full_mean,lowV_charge_discharge_imbalance,54,0.12286740100672859,0.3760913522796246,0.12286740100672859
transferred_masked_residual_signature,neg_dq_abs_lowV_frac,54,-0.12269685883123312,0.37675932657613104,0.12269685883123312
threshold_robust_phase_score,shape_V_range,54,-0.12240936782497004,0.37788696937760796,0.12240936782497004
persistence_particle_mse_fraction_of_full_mean,voltage_peak_hysteresis_proxy,54,-0.12230499610632066,0.3782968515883588,0.12230499610632066
threshold_robust_phase_score,highV_charge_discharge_imbalance,54,0.12218035123409078,0.37878669736609794,0.12218035123409078
velocity_particle_mse_fraction_of_full_mean,highV_charge_discharge_imbalance,54,0.1219513346432115,0.3796877041172536,0.1219513346432115
diffusion_proxy_abs_median_um2_per_s,pos_dq_abs_highV_frac,54,-0.1219513346432115,0.3796877041172536,0.1219513346432115
roi_norm_mean_delta_last_minus_first,all_dq_abs_entropy,54,0.12149330146145297,0.3814935512714025,0.12149330146145297
threshold_robust_phase_score,shape_I_abs_mean_mA,54,0.1209832029318631,0.38351068250608766,0.1209832029318631
roi_norm_mean_delta_last_minus_first,shape_V_std,54,0.12080625168881515,0.38421189604886063,0.12080625168881515
transferred_masked_residual_signature,pos_dq_abs_midV_frac,54,0.12063472675003592,0.38489233285890323,0.12063472675003592
diffusion_proxy_abs_median_um2_per_s,neg_dq_abs_lowV_frac,54,0.1196611687344188,0.38876795526993924,0.1196611687344188
persistence_particle_mse_fraction_of_full_mean,all_dq_abs_entropy,54,-0.11874510237090172,0.3924356869816991,0.11874510237090172
threshold_robust_phase_score,all_dq_abs_highV_frac,54,-0.11828706918914318,0.39427716453935113,0.11828706918914318
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,voltage_peak_hysteresis_proxy,54,-0.11813829283215745,0.39487639567450944,0.11813829283215745
diffusion_proxy_abs_median_um2_per_s,pos_dq_abs_entropy,54,-0.11805805259826391,0.39519980355338513,0.11805805259826391
persistence_particle_mse_fraction_of_full_mean,neg_dq_abs_lowV_frac,54,-0.11645493646210903,0.4016936734894537,0.11645493646210903
radius2_slope_median_px2_per_s,lowV_charge_discharge_imbalance,54,0.11645493646210903,0.4016936734894537,0.11645493646210903
persistence_particle_mse_fraction_of_full_mean,midV_charge_discharge_imbalance,54,-0.11622591987122975,0.40262641609242034,0.11622591987122975
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,midV_charge_discharge_imbalance,54,-0.11599690328035048,0.4035604179144598,0.11599690328035048
threshold_robust_phase_score,lowV_charge_discharge_imbalance,54,-0.11530985350771267,0.4063699701153175,0.11530985350771267
low_rank_dmd_particle_mse_fraction_of_full_mean,pos_dq_abs_peak_frac,54,0.11508083691683339,0.407309000195847,0.11508083691683339
low_rank_dmd_particle_mse_fraction_of_full_mean,dqdv_peak_concentration,54,0.11508083691683339,0.407309000195847,0.11508083691683339
persistence_particle_mse_fraction_of_full_mean,all_dq_abs_lowV_frac,54,-0.11508083691683339,0.407309000195847,0.11508083691683339
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,neg_dq_abs_entropy,54,-0.11485182032595413,0.4082492851484364,0.11485182032595413
radius2_slope_median_px2_per_s,dqdv_entropy_asymmetry,54,0.11393575396243705,0.4120229557193683,0.11393575396243705
object_mean_residual,all_dq_abs_midV_frac,54,0.11370673737155779,0.4129695014954528,0.11370673737155779
threshold_robust_phase_score,shape_dVdt_sign_consistency,54,0.11324870418979924,0.4148663403212274,0.11324870418979924
transferred_masked_residual_signature,shape_dVdt_abs_p95,54,0.11238619842524714,0.41845174852104217,0.11238619842524714
diffusion_proxy_abs_median_um2_per_s,lowV_charge_discharge_imbalance,54,-0.11187460464452362,0.42058676648197996,0.11187460464452362
velocity_particle_mse_fraction_of_full_mean,signed_charge_fraction,54,-0.11164558805364436,0.42154452247987284,0.11164558805364436
radius2_slope_median_px2_per_s,pos_dq_abs_entropy,54,0.11141657146276507,0.4225035191636453,0.11141657146276507
radius2_slope_median_px2_per_s,all_dq_abs_peak_frac,54,-0.11027148850836872,0.42731707736084046,0.11027148850836872
diffusion_proxy_abs_median_um2_per_s,neg_dq_abs_midV_frac,54,0.10958443873573091,0.43022003488844496,0.10958443873573091
radius2_slope_median_px2_per_s,pos_dq_abs_peak_frac,54,-0.10958443873573091,0.43022003488844496,0.10958443873573091
radius2_slope_median_px2_per_s,dqdv_peak_concentration,54,-0.10958443873573091,0.43022003488844496,0.10958443873573091
phase_slope_positive_fraction,shape_dVdt_sign_consistency,54,-0.10958443873573091,0.43022003488844496,0.10958443873573091
phase_slope_abs_median_per_s,all_dq_abs_entropy,54,-0.10866837237221383,0.43410787868838496,0.10866837237221383
threshold_robust_phase_score,neg_dq_abs_lowV_frac,54,0.10729427282693821,0.43997643178376966,0.10729427282693821
velocity_particle_mse_fraction_of_full_mean,neg_dq_abs_highV_frac,54,-0.10683623964517967,0.44194239022419846,0.10683623964517967
roi_norm_mean_delta_last_minus_first,echem_regime_pc2,72,0.10648777070702013,0.37330491925264403,0.10648777070702013
roi_norm_mean_delta_last_minus_first,shape_V_range,54,0.10637820646342114,0.44391322038785086,0.10637820646342114
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,dqdv_entropy_asymmetry,54,0.10592017328166259,0.44588891290228333,0.10592017328166259
phase_slope_positive_fraction,capacity_mAh,54,-0.10569115669078331,0.44687857957865706,0.10569115669078331
phase_slope_positive_fraction,capacity_fade_from_first_mAh,54,0.10569115669078331,0.44687857957865706,0.10569115669078331
phase_slope_positive_fraction,capacity_fraction_of_first,54,-0.10569115669078331,0.44687857957865706,0.10569115669078331
phase_slope_positive_fraction,shape_charge_mAh_neg_abs,54,-0.10569115669078331,0.44687857957865706,0.10569115669078331
radius2_slope_median_px2_per_s,all_dq_abs_lowV_frac,54,-0.1050041069181455,0.4498548468812448,0.1050041069181455
threshold_robust_phase_score,shape_V_mean,54,-0.10408804055462842,0.4538401147320417,0.10408804055462842
roi_norm_mean_delta_last_minus_first,highV_charge_discharge_imbalance,54,-0.10408804055462842,0.4538401147320417,0.10408804055462842
diffusion_proxy_abs_median_um2_per_s,midV_charge_discharge_imbalance,54,-0.10385902396374914,0.45483944335200305,0.10385902396374914
velocity_particle_mse_fraction_of_full_mean,shape_dVdt_sign_consistency,54,0.10363000737286988,0.4558399741272405,0.10363000737286988
