cycleNo,drop_count,synchronized_drop_2plus,synchronized_drop_3plus,n_frames,capacity_mAh,V_max,anchor_type,anchor_id,particle0,particle1,particle2,particle3,addrs,particle0_norm,particle0_abrupt_drop,particle1_norm,particle1_abrupt_drop,particle2_norm,particle2_abrupt_drop,particle3_norm,particle3_abrupt_drop,particle0_norm_delta_prev,particle0_norm_abs_delta_prev,particle0_norm_rolling3_slope,particle0_norm_rolling5_mean,particle0_norm_rolling5_std,particle1_norm_delta_prev,particle1_norm_abs_delta_prev,particle1_norm_rolling3_slope,particle1_norm_rolling5_mean,particle1_norm_rolling5_std,particle2_norm_delta_prev,particle2_norm_abs_delta_prev,particle2_norm_rolling3_slope,particle2_norm_rolling5_mean,particle2_norm_rolling5_std,particle3_norm_delta_prev,particle3_norm_abs_delta_prev,particle3_norm_rolling3_slope,particle3_norm_rolling5_mean,particle3_norm_rolling5_std,particle_norm_mean,particle_norm_std,particle_norm_min,particle_norm_max,particle_norm_range,particle_norm_cv,mean_delta_prev,mean_abs_delta_prev,max_abs_delta_prev,delta_std_across_particles,any_abrupt_drop,cycle_gap,frames_percentile,future_any_drop_within_4cycles,future_sync2_drop_within_4cycles,cycles_to_next_drop_within_4,future_any_drop_within_8cycles,future_sync2_drop_within_8cycles,cycles_to_next_drop_within_8,future_any_drop_within_16cycles,future_sync2_drop_within_16cycles,cycles_to_next_drop_within_16,charge_capacity_mAh,discharge_capacity_mAh,coulombic_efficiency_pct,V_min,n_points,matched_event_cycle,match_rank,match_distance
42,0,0,0,925.0,0.6433550351988286,4.200073,matched_control,control_cycle42_for_event86,352.0,114.0,222.0,18.0,D://NMC_degradation_3_160623_Halfthedata\5_c2_x10_260623chopped\5_c2_x10_260623_cycle7.hdf5,0.991549295774648,False,0.9344262295081968,False,0.9098360655737704,False,1.0,False,0.0309859154929578,0.0309859154929578,-0.0154929577464786,1.0338028169014084,0.0618757257365881,-0.0163934426229508,0.0163934426229508,-0.0491803278688525,1.021311475409836,0.0763659980252598,0.0081967213114751,0.0081967213114751,-0.0307377049180326,0.9762295081967214,0.0718909002019467,-0.1111111111111111,0.1111111111111111,0.0277777777777779,0.9888888888888888,0.0724355822800294,0.9589528977141538,0.0438231690067199,0.9098360655737704,1.0,0.0901639344262296,0.0456989797008599,-0.0220804792324072,0.0416717976346237,0.1111111111111111,0.0624274163063027,0.0,2.0,0.4382022471910112,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.651583748065501,0.6433550351988286,98.73712122331123,2.94978,46147.0,86.0,1.0,0.8802839291695533
40,0,0,0,927.0,0.6456776883909884,4.201423999999999,matched_control,control_cycle40_for_event86,341.0,116.0,220.0,20.0,D://NMC_degradation_3_160623_Halfthedata\5_c2_x10_260623chopped\5_c2_x10_260623_cycle5.hdf5,0.9605633802816902,False,0.9508196721311476,False,0.9016393442622952,False,1.1111111111111112,False,-0.0619718309859154,0.0619718309859154,-0.0690140845070421,1.0608450704225354,0.0680326887368018,-0.081967213114754,0.081967213114754,-0.0737704918032787,1.0557377049180328,0.0654199014401145,-0.0696721311475407,0.0696721311475407,-0.0758196721311473,1.0098360655737706,0.0723682763931179,0.1666666666666667,0.1666666666666667,0.0833333333333335,0.9888888888888888,0.0724355822800294,0.981033376946561,0.0904719442210058,0.9016393442622952,1.1111111111111112,0.2094717668488159,0.0922210664254842,-0.0117361271453858,0.0950694604787192,0.1666666666666667,0.1192199211212534,0.0,2.0,0.4662921348314606,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.65414076302676,0.6456776883909884,98.70623035375256,2.999969,55703.0,86.0,2.0,0.9246920792024219
38,0,0,0,929.0,0.6463712421912423,4.201617,matched_control,control_cycle38_for_event86,363.0,126.0,237.0,17.0,D://NMC_degradation_3_160623_Halfthedata\5_c2_x10_260623chopped\5_c2_x10_260623_cycle3.hdf5,1.0225352112676056,False,1.0327868852459017,False,0.971311475409836,False,0.9444444444444444,False,-0.0760563380281691,0.0760563380281691,-0.036619718309859,1.0867605633802817,0.0385925773482885,-0.0655737704918033,0.0655737704918033,-0.0286885245901637,1.0737704918032789,0.0342893453497575,-0.0819672131147541,0.0819672131147541,-0.0368852459016392,1.0360655737704918,0.039777329700167,0.0,0.0,-6.513087709172707e-17,0.9666666666666668,0.0304290309725092,0.9927695040919468,0.0419648523685592,0.9444444444444444,1.0327868852459017,0.0883424408014572,0.0422704889660597,-0.0558993304086816,0.0558993304086816,0.0819672131147541,0.0378777392673256,0.0,2.0,0.4831460674157303,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.6535328465320648,0.6463712421912423,98.9041707117209,2.972365,76492.0,86.0,3.0,0.9654665558014933
36,0,0,0,921.0,0.6436790965861274,4.200073,matched_control,control_cycle36_for_event86,390.0,134.0,257.0,17.0,D://NMC_degradation_3_160623_Halfthedata\5_c2_x10_260623chopped\5_c2_x10_260623_cycle1.hdf5,1.0985915492957747,False,1.098360655737705,False,1.0532786885245902,False,0.9444444444444444,False,0.0028169014084507,0.0028169014084507,-0.0140845070422532,1.0969014084507045,0.0193732381566748,0.0081967213114755,0.0081967213114755,-0.0040983606557376,1.080327868852459,0.0268121757931088,0.0081967213114753,0.0081967213114753,-0.012295081967213,1.0467213114754097,0.0206143874425564,0.0,0.0,-0.0277777777777778,0.9888888888888888,0.0464811125852263,1.0486688345006283,0.0726762886299718,0.9444444444444444,1.0985915492957747,0.1541471048513303,0.0693033741815927,0.0048025860078503,0.0048025860078503,0.0081967213114755,0.0040844454788755,0.0,2.0,0.3820224719101123,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.6508293396874157,0.6436790965861274,98.90136435694149,2.999776,93037.0,86.0,4.0,0.9854036282912658
34,0,0,0,933.0,0.6498317652090385,4.202389,matched_control,control_cycle34_for_event86,389.0,133.0,255.0,17.0,D://NMC_degradation_3_160623_Halfthedata\4_c2_x10_240623chopped\4_c2_x10_240623_cycle9.hdf5,1.095774647887324,False,1.0901639344262295,False,1.0450819672131149,False,0.9444444444444444,False,-0.0309859154929574,0.0309859154929574,0.0028169014084507,1.092394366197183,0.0213973284674169,-0.0163934426229508,0.0163934426229508,0.0245901639344265,1.0721311475409836,0.0261782285617566,-0.0327868852459014,0.0327868852459014,0.0061475409836066,1.040983606557377,0.0222597960885252,-0.0555555555555555,0.0555555555555555,-0.0277777777777775,1.0,0.0392837100659192,1.0438662484927783,0.0700574305902627,0.9444444444444444,1.095774647887324,0.1513302034428796,0.0671134167729031,-0.0339304497293413,0.0339304497293413,0.0555555555555555,0.0161778639076319,0.0,2.0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.6579747258603789,0.6498317652090385,98.7624204500116,2.995722,47321.0,86.0,5.0,1.0519141989830927
32,0,0,0,934.0,0.651167873005438,4.201617,matched_control,control_cycle32_for_event86,400.0,135.0,263.0,18.0,D://NMC_degradation_3_160623_Halfthedata\4_c2_x10_240623chopped\4_c2_x10_240623_cycle7.hdf5,1.1267605633802815,False,1.1065573770491803,False,1.0778688524590163,False,1.0,False,0.0366197183098588,0.0366197183098588,0.0267605633802818,1.0777464788732396,0.0375081820076146,0.0655737704918033,0.0655737704918033,0.0204918032786885,1.0688524590163937,0.0243154048757239,0.0450819672131146,0.0450819672131146,0.0266393442622953,1.0401639344262297,0.0221463214526334,0.0,0.0,-0.0277777777777776,1.022222222222222,0.0304290309725091,1.0777966982221194,0.0556086569948644,1.0,1.1267605633802815,0.1267605633802815,0.0515947553806703,0.0368188640036942,0.0368188640036942,0.0655737704918033,0.02739094696744,0.0,2.0,0.5224719101123596,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.657246751606787,0.651167873005438,99.07509948333896,2.967153,55087.0,86.0,6.0,1.092572971828476
136,0,0,0,975.0,0.8604257282877363,4.600042999999999,matched_control,control_cycle136_for_event116,417.0,147.0,277.0,20.0,D://NMC_degradation_3_160623_Halfthedata\16_c2_x10_HighHighCOV_130723chopped\16_c2_x10_HighHighCOV_130723_cycle0.hdf5,1.1746478873239437,False,1.2049180327868851,False,1.1352459016393444,False,1.1111111111111112,False,0.0704225352112677,0.0704225352112677,0.0436619718309861,1.0901408450704224,0.0568986193710535,0.0327868852459014,0.0327868852459014,0.0450819672131149,1.1278688524590164,0.0592776548582437,0.0614754098360654,0.0614754098360654,0.0409836065573773,1.0508196721311474,0.0640577834752107,-0.1111111111111111,0.1111111111111111,-0.0277777777777776,1.1555555555555554,0.0464811125852264,1.156480733215321,0.0415753859879087,1.1111111111111112,1.2049180327868851,0.0938069216757739,0.0359499166685796,0.0133934297955308,0.0689489853510864,0.1111111111111111,0.0845412768806196,0.0,2.0,0.6179775280898876,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.8755390532281553,0.8604257282877363,98.27382629196318,2.999969,124769.0,116.0,1.0,1.3135854708929422
133,0,0,0,1179.0,0.8641896534811302,4.603904,matched_control,control_cycle133_for_event116,386.0,136.0,257.0,21.0,D://NMC_degradation_3_160623_Halfthedata\15_c2_x5_HighCOV_120723chopped\15_c2_x5_HighCOV_120723_cycle2.hdf5,1.087323943661972,False,1.1147540983606556,False,1.0532786885245902,False,1.1666666666666667,False,0.0225352112676058,0.0225352112676058,0.0338028169014085,1.074929577464789,0.035216900957818,0.0327868852459014,0.0327868852459014,0.0245901639344263,1.1229508196721312,0.0537494961008354,0.0204918032786884,0.0204918032786884,0.0471311475409837,1.0360655737704918,0.0464942714783328,0.0555555555555555,0.0555555555555555,4.99753663869928e-17,1.2333333333333332,0.1204415743815487,1.105505849303471,0.0479041880804359,1.0532786885245902,1.1666666666666667,0.1133879781420765,0.0433323696212174,0.0328423638369378,0.0328423638369378,0.0555555555555555,0.0160692863989166,0.0,1.0,0.6460674157303371,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.8796175181540545,0.8641896534811302,98.2460712349953,2.99688,52740.0,116.0,2.0,2.3611585195393996
134,0,0,0,1179.0,0.8649637251972643,4.60873,matched_control,control_cycle134_for_event116,392.0,143.0,262.0,22.0,D://NMC_degradation_3_160623_Halfthedata\15_c2_x5_HighCOV_120723chopped\15_c2_x5_HighCOV_120723_cycle3.hdf5,1.104225352112676,False,1.1721311475409837,False,1.0737704918032789,False,1.2222222222222223,False,0.0169014084507039,0.0169014084507039,0.0197183098591549,1.0732394366197184,0.0330910989421704,0.057377049180328,0.057377049180328,0.0450819672131146,1.118032786885246,0.0458577073137676,0.0204918032786887,0.0204918032786887,0.0204918032786885,1.0344262295081967,0.0445761489546834,0.0555555555555555,0.0555555555555555,0.0555555555555556,1.2,0.0842541716005726,1.14308730341979,0.0668853543691969,1.0737704918032789,1.2222222222222223,0.1484517304189434,0.0585129011310816,0.037581454116319,0.037581454116319,0.057377049180328,0.0218681988358302,0.0,1.0,0.6460674157303371,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.8794430381772395,0.8649637251972643,98.35358148834908,2.992634,51565.0,116.0,3.0,2.3768378624576827
42,0,0,0,925.0,0.6433550351988286,4.200073,matched_control,control_cycle42_for_event116,352.0,114.0,222.0,18.0,D://NMC_degradation_3_160623_Halfthedata\5_c2_x10_260623chopped\5_c2_x10_260623_cycle7.hdf5,0.991549295774648,False,0.9344262295081968,False,0.9098360655737704,False,1.0,False,0.0309859154929578,0.0309859154929578,-0.0154929577464786,1.0338028169014084,0.0618757257365881,-0.0163934426229508,0.0163934426229508,-0.0491803278688525,1.021311475409836,0.0763659980252598,0.0081967213114751,0.0081967213114751,-0.0307377049180326,0.9762295081967214,0.0718909002019467,-0.1111111111111111,0.1111111111111111,0.0277777777777779,0.9888888888888888,0.0724355822800294,0.9589528977141538,0.0438231690067199,0.9098360655737704,1.0,0.0901639344262296,0.0456989797008599,-0.0220804792324072,0.0416717976346237,0.1111111111111111,0.0624274163063027,0.0,2.0,0.4382022471910112,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.651583748065501,0.6433550351988286,98.73712122331123,2.94978,46147.0,116.0,4.0,2.505720054007384
40,0,0,0,927.0,0.6456776883909884,4.201423999999999,matched_control,control_cycle40_for_event116,341.0,116.0,220.0,20.0,D://NMC_degradation_3_160623_Halfthedata\5_c2_x10_260623chopped\5_c2_x10_260623_cycle5.hdf5,0.9605633802816902,False,0.9508196721311476,False,0.9016393442622952,False,1.1111111111111112,False,-0.0619718309859154,0.0619718309859154,-0.0690140845070421,1.0608450704225354,0.0680326887368018,-0.081967213114754,0.081967213114754,-0.0737704918032787,1.0557377049180328,0.0654199014401145,-0.0696721311475407,0.0696721311475407,-0.0758196721311473,1.0098360655737706,0.0723682763931179,0.1666666666666667,0.1666666666666667,0.0833333333333335,0.9888888888888888,0.0724355822800294,0.981033376946561,0.0904719442210058,0.9016393442622952,1.1111111111111112,0.2094717668488159,0.0922210664254842,-0.0117361271453858,0.0950694604787192,0.1666666666666667,0.1192199211212534,0.0,2.0,0.4662921348314606,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.65414076302676,0.6456776883909884,98.70623035375256,2.999969,55703.0,116.0,5.0,2.51003584021233
38,0,0,0,929.0,0.6463712421912423,4.201617,matched_control,control_cycle38_for_event116,363.0,126.0,237.0,17.0,D://NMC_degradation_3_160623_Halfthedata\5_c2_x10_260623chopped\5_c2_x10_260623_cycle3.hdf5,1.0225352112676056,False,1.0327868852459017,False,0.971311475409836,False,0.9444444444444444,False,-0.0760563380281691,0.0760563380281691,-0.036619718309859,1.0867605633802817,0.0385925773482885,-0.0655737704918033,0.0655737704918033,-0.0286885245901637,1.0737704918032789,0.0342893453497575,-0.0819672131147541,0.0819672131147541,-0.0368852459016392,1.0360655737704918,0.039777329700167,0.0,0.0,-6.513087709172707e-17,0.9666666666666668,0.0304290309725092,0.9927695040919468,0.0419648523685592,0.9444444444444444,1.0327868852459017,0.0883424408014572,0.0422704889660597,-0.0558993304086816,0.0558993304086816,0.0819672131147541,0.0378777392673256,0.0,2.0,0.4831460674157303,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.6535328465320648,0.6463712421912423,98.9041707117209,2.972365,76492.0,116.0,6.0,2.5285968087541626
8,0,0,0,942.0,0.6601349203498337,4.200266,matched_control,control_cycle8_for_event156,376.0,129.0,255.0,18.0,D://NMC_degradation_3_160623_Halfthedata\2_c2_x14_200623chopped\2_c2_x14_200623_cycle3.hdf5,1.0591549295774647,False,1.0573770491803278,False,1.0450819672131149,False,1.0,False,0.1436619718309859,0.1436619718309859,0.0478873239436621,0.984507042253521,0.06061249237,0.098360655737705,0.098360655737705,0.0040983606557378,1.0163934426229506,0.0458821191905646,0.1106557377049181,0.1106557377049181,0.0266393442622951,0.992827868852459,0.0454376184960726,0.1111111111111111,0.1111111111111111,-0.0277777777777775,0.9861111111111112,0.069905874400655,1.0404034864927267,0.0276528982850447,1.0,1.0591549295774647,0.0591549295774647,0.0265790134731906,0.11594736909618,0.11594736909618,0.1436619718309859,0.0193974435221105,0.0,2.0,0.5842696629213483,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.6620987329400375,0.6601349203498337,99.7033958090384,2.976612,71705.0,156.0,1.0,
137,0,0,0,1254.0,0.8610977598255946,4.604676,matched_control,control_cycle137_for_event156,421.0,158.0,280.0,21.0,D://NMC_degradation_3_160623_Halfthedata\16_c2_x10_HighHighCOV_130723chopped\16_c2_x10_HighHighCOV_130723_cycle1.hdf5,1.1859154929577465,False,1.2950819672131149,False,1.147540983606557,False,1.1666666666666667,False,0.0112676056338028,0.0112676056338028,0.040845070422535,1.123380281690141,0.0539420071088047,0.0901639344262297,0.0901639344262297,0.0614754098360657,1.1737704918032787,0.0830664003944795,0.0122950819672127,0.0122950819672127,0.0368852459016393,1.0885245901639344,0.0505778221933593,0.0555555555555555,0.0555555555555555,-0.0277777777777776,1.1555555555555557,0.0464811125852264,1.1988012776110213,0.0660713392184397,1.147540983606557,1.2950819672131149,0.1475409836065577,0.0551145051747918,0.0423205443957002,0.0423205443957002,0.0901639344262297,0.0379910905775267,0.0,1.0,0.9887640449438202,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.8806407801751156,0.8610977598255946,97.7808181508884,2.999969,112299.0,156.0,2.0,
136,0,0,0,975.0,0.8604257282877363,4.600042999999999,matched_control,control_cycle136_for_event156,417.0,147.0,277.0,20.0,D://NMC_degradation_3_160623_Halfthedata\16_c2_x10_HighHighCOV_130723chopped\16_c2_x10_HighHighCOV_130723_cycle0.hdf5,1.1746478873239437,False,1.2049180327868851,False,1.1352459016393444,False,1.1111111111111112,False,0.0704225352112677,0.0704225352112677,0.0436619718309861,1.0901408450704224,0.0568986193710535,0.0327868852459014,0.0327868852459014,0.0450819672131149,1.1278688524590164,0.0592776548582437,0.0614754098360654,0.0614754098360654,0.0409836065573773,1.0508196721311474,0.0640577834752107,-0.1111111111111111,0.1111111111111111,-0.0277777777777776,1.1555555555555554,0.0464811125852264,1.156480733215321,0.0415753859879087,1.1111111111111112,1.2049180327868851,0.0938069216757739,0.0359499166685796,0.0133934297955308,0.0689489853510864,0.1111111111111111,0.0845412768806196,0.0,2.0,0.6179775280898876,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.8755390532281553,0.8604257282877363,98.27382629196318,2.999969,124769.0,156.0,3.0,
134,0,0,0,1179.0,0.8649637251972643,4.60873,matched_control,control_cycle134_for_event156,392.0,143.0,262.0,22.0,D://NMC_degradation_3_160623_Halfthedata\15_c2_x5_HighCOV_120723chopped\15_c2_x5_HighCOV_120723_cycle3.hdf5,1.104225352112676,False,1.1721311475409837,False,1.0737704918032789,False,1.2222222222222223,False,0.0169014084507039,0.0169014084507039,0.0197183098591549,1.0732394366197184,0.0330910989421704,0.057377049180328,0.057377049180328,0.0450819672131146,1.118032786885246,0.0458577073137676,0.0204918032786887,0.0204918032786887,0.0204918032786885,1.0344262295081967,0.0445761489546834,0.0555555555555555,0.0555555555555555,0.0555555555555556,1.2,0.0842541716005726,1.14308730341979,0.0668853543691969,1.0737704918032789,1.2222222222222223,0.1484517304189434,0.0585129011310816,0.037581454116319,0.037581454116319,0.057377049180328,0.0218681988358302,0.0,1.0,0.6460674157303371,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.8794430381772395,0.8649637251972643,98.35358148834908,2.992634,51565.0,156.0,4.0,
133,0,0,0,1179.0,0.8641896534811302,4.603904,matched_control,control_cycle133_for_event156,386.0,136.0,257.0,21.0,D://NMC_degradation_3_160623_Halfthedata\15_c2_x5_HighCOV_120723chopped\15_c2_x5_HighCOV_120723_cycle2.hdf5,1.087323943661972,False,1.1147540983606556,False,1.0532786885245902,False,1.1666666666666667,False,0.0225352112676058,0.0225352112676058,0.0338028169014085,1.074929577464789,0.035216900957818,0.0327868852459014,0.0327868852459014,0.0245901639344263,1.1229508196721312,0.0537494961008354,0.0204918032786884,0.0204918032786884,0.0471311475409837,1.0360655737704918,0.0464942714783328,0.0555555555555555,0.0555555555555555,4.99753663869928e-17,1.2333333333333332,0.1204415743815487,1.105505849303471,0.0479041880804359,1.0532786885245902,1.1666666666666667,0.1133879781420765,0.0433323696212174,0.0328423638369378,0.0328423638369378,0.0555555555555555,0.0160692863989166,0.0,1.0,0.6460674157303371,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.8796175181540545,0.8641896534811302,98.2460712349953,2.99688,52740.0,156.0,5.0,
