blind_review_id,blind_order,frame_strip_png_relative,mask_overlay_png_relative,kymograph_png_relative,frame_strip_png_remote,mask_overlay_png_remote,kymograph_png_remote,frame_strip_png_local_equivalent,mask_overlay_png_local_equivalent,kymograph_png_local_equivalent,reviewer_id,review_date,particle_identity_ok,particle_identity_confidence_0_3,front_like_motion_present,front_motion_confidence_0_3,front_direction,phase_boundary_interpretable,kinetic_signal_particle_local,artifact_or_drift_issue,diffusion_interpretation_allowed,overall_manual_decision,review_notes
SBPRE-BLIND-011,11,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank026_context_control_concordant_source_balanced_cycle44_rank45_obj1_5_c2_x10_260623_strip.png,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank026_context_control_concordant_source_balanced_cycle44_rank45_obj1_5_c2_x10_260623_mask_overlay.png,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank026_context_control_concordant_source_balanced_cycle44_rank45_obj1_5_c2_x10_260623_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank026_context_control_concordant_source_balanced_cycle44_rank45_obj1_5_c2_x10_260623_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank026_context_control_concordant_source_balanced_cycle44_rank45_obj1_5_c2_x10_260623_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank026_context_control_concordant_source_balanced_cycle44_rank45_obj1_5_c2_x10_260623_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank026_context_control_concordant_source_balanced_cycle44_rank45_obj1_5_c2_x10_260623_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank026_context_control_concordant_source_balanced_cycle44_rank45_obj1_5_c2_x10_260623_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank026_context_control_concordant_source_balanced_cycle44_rank45_obj1_5_c2_x10_260623_kymograph.png,,,,,,,,,,,,,
SBPRE-BLIND-012,12,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank024_routine_or_low_concordance_source_balanced_cycle110_rank12_obj1_12_c2_x10_070723_strip.png,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank024_routine_or_low_concordance_source_balanced_cycle110_rank12_obj1_12_c2_x10_070723_mask_overlay.png,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank024_routine_or_low_concordance_source_balanced_cycle110_rank12_obj1_12_c2_x10_070723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank024_routine_or_low_concordance_source_balanced_cycle110_rank12_obj1_12_c2_x10_070723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank024_routine_or_low_concordance_source_balanced_cycle110_rank12_obj1_12_c2_x10_070723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank024_routine_or_low_concordance_source_balanced_cycle110_rank12_obj1_12_c2_x10_070723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank024_routine_or_low_concordance_source_balanced_cycle110_rank12_obj1_12_c2_x10_070723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank024_routine_or_low_concordance_source_balanced_cycle110_rank12_obj1_12_c2_x10_070723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank024_routine_or_low_concordance_source_balanced_cycle110_rank12_obj1_12_c2_x10_070723_kymograph.png,,,,,,,,,,,,,
SBPRE-BLIND-013,13,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank008_review_kinetic_only_guardrail_source_balanced_cycle150_rank27_obj2_17_c2_x10_HighHighCOV_150723_strip.png,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank008_review_kinetic_only_guardrail_source_balanced_cycle150_rank27_obj2_17_c2_x10_HighHighCOV_150723_mask_overlay.png,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank008_review_kinetic_only_guardrail_source_balanced_cycle150_rank27_obj2_17_c2_x10_HighHighCOV_150723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank008_review_kinetic_only_guardrail_source_balanced_cycle150_rank27_obj2_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank008_review_kinetic_only_guardrail_source_balanced_cycle150_rank27_obj2_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank008_review_kinetic_only_guardrail_source_balanced_cycle150_rank27_obj2_17_c2_x10_HighHighCOV_150723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank008_review_kinetic_only_guardrail_source_balanced_cycle150_rank27_obj2_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank008_review_kinetic_only_guardrail_source_balanced_cycle150_rank27_obj2_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank008_review_kinetic_only_guardrail_source_balanced_cycle150_rank27_obj2_17_c2_x10_HighHighCOV_150723_kymograph.png,,,,,,,,,,,,,
SBPRE-BLIND-014,14,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank010_review_kinetic_only_guardrail_source_balanced_cycle150_rank27_obj1_17_c2_x10_HighHighCOV_150723_strip.png,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank010_review_kinetic_only_guardrail_source_balanced_cycle150_rank27_obj1_17_c2_x10_HighHighCOV_150723_mask_overlay.png,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank010_review_kinetic_only_guardrail_source_balanced_cycle150_rank27_obj1_17_c2_x10_HighHighCOV_150723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank010_review_kinetic_only_guardrail_source_balanced_cycle150_rank27_obj1_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank010_review_kinetic_only_guardrail_source_balanced_cycle150_rank27_obj1_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank010_review_kinetic_only_guardrail_source_balanced_cycle150_rank27_obj1_17_c2_x10_HighHighCOV_150723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank010_review_kinetic_only_guardrail_source_balanced_cycle150_rank27_obj1_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank010_review_kinetic_only_guardrail_source_balanced_cycle150_rank27_obj1_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank010_review_kinetic_only_guardrail_source_balanced_cycle150_rank27_obj1_17_c2_x10_HighHighCOV_150723_kymograph.png,,,,,,,,,,,,,
SBPRE-BLIND-015,15,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank016_review_front_only_guardrail_source_balanced_cycle8_rank33_obj1_2_c2_x14_200623_strip.png,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank016_review_front_only_guardrail_source_balanced_cycle8_rank33_obj1_2_c2_x14_200623_mask_overlay.png,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank016_review_front_only_guardrail_source_balanced_cycle8_rank33_obj1_2_c2_x14_200623_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank016_review_front_only_guardrail_source_balanced_cycle8_rank33_obj1_2_c2_x14_200623_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank016_review_front_only_guardrail_source_balanced_cycle8_rank33_obj1_2_c2_x14_200623_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank016_review_front_only_guardrail_source_balanced_cycle8_rank33_obj1_2_c2_x14_200623_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank016_review_front_only_guardrail_source_balanced_cycle8_rank33_obj1_2_c2_x14_200623_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank016_review_front_only_guardrail_source_balanced_cycle8_rank33_obj1_2_c2_x14_200623_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank016_review_front_only_guardrail_source_balanced_cycle8_rank33_obj1_2_c2_x14_200623_kymograph.png,,,,,,,,,,,,,
SBPRE-BLIND-016,16,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank036_review_front_only_guardrail_source_balanced_cycle80_rank62_obj1_9_c2_x10_010723_strip.png,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank036_review_front_only_guardrail_source_balanced_cycle80_rank62_obj1_9_c2_x10_010723_mask_overlay.png,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank036_review_front_only_guardrail_source_balanced_cycle80_rank62_obj1_9_c2_x10_010723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank036_review_front_only_guardrail_source_balanced_cycle80_rank62_obj1_9_c2_x10_010723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank036_review_front_only_guardrail_source_balanced_cycle80_rank62_obj1_9_c2_x10_010723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank036_review_front_only_guardrail_source_balanced_cycle80_rank62_obj1_9_c2_x10_010723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank036_review_front_only_guardrail_source_balanced_cycle80_rank62_obj1_9_c2_x10_010723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank036_review_front_only_guardrail_source_balanced_cycle80_rank62_obj1_9_c2_x10_010723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank036_review_front_only_guardrail_source_balanced_cycle80_rank62_obj1_9_c2_x10_010723_kymograph.png,,,,,,,,,,,,,
SBPRE-BLIND-017,17,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank030_context_control_concordant_source_balanced_cycle96_rank5_obj1_11_c2_x10_050723_strip.png,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank030_context_control_concordant_source_balanced_cycle96_rank5_obj1_11_c2_x10_050723_mask_overlay.png,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank030_context_control_concordant_source_balanced_cycle96_rank5_obj1_11_c2_x10_050723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank030_context_control_concordant_source_balanced_cycle96_rank5_obj1_11_c2_x10_050723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank030_context_control_concordant_source_balanced_cycle96_rank5_obj1_11_c2_x10_050723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank030_context_control_concordant_source_balanced_cycle96_rank5_obj1_11_c2_x10_050723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank030_context_control_concordant_source_balanced_cycle96_rank5_obj1_11_c2_x10_050723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank030_context_control_concordant_source_balanced_cycle96_rank5_obj1_11_c2_x10_050723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank030_context_control_concordant_source_balanced_cycle96_rank5_obj1_11_c2_x10_050723_kymograph.png,,,,,,,,,,,,,
SBPRE-BLIND-018,18,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank001_review_strict_front_gate_source_balanced_cycle80_rank62_obj2_9_c2_x10_010723_strip.png,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank001_review_strict_front_gate_source_balanced_cycle80_rank62_obj2_9_c2_x10_010723_mask_overlay.png,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank001_review_strict_front_gate_source_balanced_cycle80_rank62_obj2_9_c2_x10_010723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank001_review_strict_front_gate_source_balanced_cycle80_rank62_obj2_9_c2_x10_010723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank001_review_strict_front_gate_source_balanced_cycle80_rank62_obj2_9_c2_x10_010723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank001_review_strict_front_gate_source_balanced_cycle80_rank62_obj2_9_c2_x10_010723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank001_review_strict_front_gate_source_balanced_cycle80_rank62_obj2_9_c2_x10_010723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank001_review_strict_front_gate_source_balanced_cycle80_rank62_obj2_9_c2_x10_010723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank001_review_strict_front_gate_source_balanced_cycle80_rank62_obj2_9_c2_x10_010723_kymograph.png,,,,,,,,,,,,,
SBPRE-BLIND-019,19,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank031_routine_or_low_concordance_source_balanced_cycle82_rank63_obj1_9_c2_x10_010723_strip.png,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank031_routine_or_low_concordance_source_balanced_cycle82_rank63_obj1_9_c2_x10_010723_mask_overlay.png,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank031_routine_or_low_concordance_source_balanced_cycle82_rank63_obj1_9_c2_x10_010723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank031_routine_or_low_concordance_source_balanced_cycle82_rank63_obj1_9_c2_x10_010723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank031_routine_or_low_concordance_source_balanced_cycle82_rank63_obj1_9_c2_x10_010723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank031_routine_or_low_concordance_source_balanced_cycle82_rank63_obj1_9_c2_x10_010723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank031_routine_or_low_concordance_source_balanced_cycle82_rank63_obj1_9_c2_x10_010723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank031_routine_or_low_concordance_source_balanced_cycle82_rank63_obj1_9_c2_x10_010723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank031_routine_or_low_concordance_source_balanced_cycle82_rank63_obj1_9_c2_x10_010723_kymograph.png,,,,,,,,,,,,,
SBPRE-BLIND-020,20,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank002_review_front_and_kinetics_first_source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723_strip.png,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank002_review_front_and_kinetics_first_source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723_mask_overlay.png,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank002_review_front_and_kinetics_first_source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank002_review_front_and_kinetics_first_source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank002_review_front_and_kinetics_first_source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank002_review_front_and_kinetics_first_source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank002_review_front_and_kinetics_first_source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank002_review_front_and_kinetics_first_source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank002_review_front_and_kinetics_first_source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723_kymograph.png,,,,,,,,,,,,,
SBPRE-BLIND-021,21,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank022_context_control_concordant_source_balanced_cycle36_rank41_obj1_5_c2_x10_260623_strip.png,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank022_context_control_concordant_source_balanced_cycle36_rank41_obj1_5_c2_x10_260623_mask_overlay.png,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank022_context_control_concordant_source_balanced_cycle36_rank41_obj1_5_c2_x10_260623_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank022_context_control_concordant_source_balanced_cycle36_rank41_obj1_5_c2_x10_260623_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank022_context_control_concordant_source_balanced_cycle36_rank41_obj1_5_c2_x10_260623_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank022_context_control_concordant_source_balanced_cycle36_rank41_obj1_5_c2_x10_260623_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank022_context_control_concordant_source_balanced_cycle36_rank41_obj1_5_c2_x10_260623_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank022_context_control_concordant_source_balanced_cycle36_rank41_obj1_5_c2_x10_260623_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank022_context_control_concordant_source_balanced_cycle36_rank41_obj1_5_c2_x10_260623_kymograph.png,,,,,,,,,,,,,
SBPRE-BLIND-022,22,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank009_review_kinetic_only_guardrail_source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723_strip.png,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank009_review_kinetic_only_guardrail_source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723_mask_overlay.png,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank009_review_kinetic_only_guardrail_source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank009_review_kinetic_only_guardrail_source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank009_review_kinetic_only_guardrail_source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank009_review_kinetic_only_guardrail_source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank009_review_kinetic_only_guardrail_source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank009_review_kinetic_only_guardrail_source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank009_review_kinetic_only_guardrail_source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723_kymograph.png,,,,,,,,,,,,,
SBPRE-BLIND-023,23,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank019_context_control_concordant_source_balanced_cycle32_rank39_obj1_4_c2_x10_240623_strip.png,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank019_context_control_concordant_source_balanced_cycle32_rank39_obj1_4_c2_x10_240623_mask_overlay.png,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank019_context_control_concordant_source_balanced_cycle32_rank39_obj1_4_c2_x10_240623_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank019_context_control_concordant_source_balanced_cycle32_rank39_obj1_4_c2_x10_240623_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank019_context_control_concordant_source_balanced_cycle32_rank39_obj1_4_c2_x10_240623_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank019_context_control_concordant_source_balanced_cycle32_rank39_obj1_4_c2_x10_240623_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank019_context_control_concordant_source_balanced_cycle32_rank39_obj1_4_c2_x10_240623_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank019_context_control_concordant_source_balanced_cycle32_rank39_obj1_4_c2_x10_240623_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank019_context_control_concordant_source_balanced_cycle32_rank39_obj1_4_c2_x10_240623_kymograph.png,,,,,,,,,,,,,
SBPRE-BLIND-024,24,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank015_routine_or_low_concordance_source_balanced_cycle84_rank64_obj2_9_c2_x10_010723_strip.png,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank015_routine_or_low_concordance_source_balanced_cycle84_rank64_obj2_9_c2_x10_010723_mask_overlay.png,../source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank015_routine_or_low_concordance_source_balanced_cycle84_rank64_obj2_9_c2_x10_010723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank015_routine_or_low_concordance_source_balanced_cycle84_rank64_obj2_9_c2_x10_010723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank015_routine_or_low_concordance_source_balanced_cycle84_rank64_obj2_9_c2_x10_010723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank015_routine_or_low_concordance_source_balanced_cycle84_rank64_obj2_9_c2_x10_010723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank015_routine_or_low_concordance_source_balanced_cycle84_rank64_obj2_9_c2_x10_010723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank015_routine_or_low_concordance_source_balanced_cycle84_rank64_obj2_9_c2_x10_010723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank015_routine_or_low_concordance_source_balanced_cycle84_rank64_obj2_9_c2_x10_010723_kymograph.png,,,,,,,,,,,,,
