blind_review_id,blind_order,manual_qc_rank,roi_id,cycleNo,source_stem,event_relative_bin,cycles_to_next_event,manual_qc_action_tier,manual_qc_decision_score,front_kinetic_tier,evidence_tags,review_question,front_kinetic_concordance_score,kinetic_evidence_score,front_evidence_score,qc_evidence_score,manual_front_review_gate,automatic_diffusion_claim_gate,visual_sanity_score,visual_review_score,strict_qc_priority_score,manual_frame_strip_png,manual_mask_overlay_png,manual_kymograph_png
SBPRE-BLIND-011,11,26,source_balanced_cycle44_rank45_obj1_5_c2_x10_260623,44.0,5_c2_x10_260623,mid_pre_event_9_16,16.0,context_control_concordant,0.5126974260861765,front_kinetic_concordant,kinetic_source_null_support_directional;kinetic_composite_null_support_directional;concordance_null_support_directional;diffusion_claim_blocked,Does this non-near concordant example represent baseline morphology that should temper pre-event claims?,0.5488360968778467,0.7081037482371865,0.6311503077704111,,False,False,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank026_context_control_concordant_source_balanced_cycle44_rank45_obj1_5_c2_x10_260623_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank026_context_control_concordant_source_balanced_cycle44_rank45_obj1_5_c2_x10_260623_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank026_context_control_concordant_source_balanced_cycle44_rank45_obj1_5_c2_x10_260623_kymograph.png
SBPRE-BLIND-012,12,24,source_balanced_cycle110_rank12_obj1_12_c2_x10_070723,110.0,12_c2_x10_070723,near_pre_event_1_8,6.0,routine_or_low_concordance,0.5158676243708546,routine_or_low_concordance,diffusion_claim_blocked;visual_sanity_uncertain,No immediate manual decision required unless needed as a low-priority comparator.,0.0685186841129059,0.270132739465715,-0.0591368291805943,-0.1149269472879006,False,False,0.590322939806,0.4123973298819992,0.3195270511440025,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank024_routine_or_low_concordance_source_balanced_cycle110_rank12_obj1_12_c2_x10_070723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank024_routine_or_low_concordance_source_balanced_cycle110_rank12_obj1_12_c2_x10_070723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank024_routine_or_low_concordance_source_balanced_cycle110_rank12_obj1_12_c2_x10_070723_kymograph.png
SBPRE-BLIND-013,13,8,source_balanced_cycle150_rank27_obj2_17_c2_x10_HighHighCOV_150723,150.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,6.0,review_kinetic_only_guardrail,0.8388573010089998,routine_or_low_concordance,kinetic_source_null_support_directional;kinetic_composite_null_support_directional;concordance_null_support_directional;diffusion_claim_blocked;visual_sanity_uncertain;front_plausible_followup,Is the kinetic signal particle-local and non-artifactual despite weak front evidence?,0.6186750317263486,1.2787757898543848,0.2035643199813853,0.0659059425604875,False,False,0.4833820026829895,0.5254444861697061,0.4665664119999264,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank008_review_kinetic_only_guardrail_source_balanced_cycle150_rank27_obj2_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank008_review_kinetic_only_guardrail_source_balanced_cycle150_rank27_obj2_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank008_review_kinetic_only_guardrail_source_balanced_cycle150_rank27_obj2_17_c2_x10_HighHighCOV_150723_kymograph.png
SBPRE-BLIND-014,14,10,source_balanced_cycle150_rank27_obj1_17_c2_x10_HighHighCOV_150723,150.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,6.0,review_kinetic_only_guardrail,0.8094074042378298,kinetic_only_guardrail,kinetic_source_null_support_directional;kinetic_composite_null_support_directional;concordance_null_support_directional;diffusion_claim_blocked;visual_sanity_uncertain;front_plausible_followup,Is the kinetic signal particle-local and non-artifactual despite weak front evidence?,0.8953864948008674,2.550923296014512,-0.1483382879182488,-0.234829755995957,False,False,0.5191270783470247,0.496950456071055,0.328466844155257,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank010_review_kinetic_only_guardrail_source_balanced_cycle150_rank27_obj1_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank010_review_kinetic_only_guardrail_source_balanced_cycle150_rank27_obj1_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank010_review_kinetic_only_guardrail_source_balanced_cycle150_rank27_obj1_17_c2_x10_HighHighCOV_150723_kymograph.png
SBPRE-BLIND-015,15,16,source_balanced_cycle8_rank33_obj1_2_c2_x14_200623,8.0,2_c2_x14_200623,no_near_event_control,52.0,review_front_only_guardrail,0.6066493919812509,front_only_guardrail,concordance_null_support_directional;diffusion_claim_blocked,"Is the front-like morphology real, or driven by mask/crop/illumination artifacts without kinetic support?",1.1349932636081592,-0.3246803289363941,3.983426949762943,,False,False,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank016_review_front_only_guardrail_source_balanced_cycle8_rank33_obj1_2_c2_x14_200623_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank016_review_front_only_guardrail_source_balanced_cycle8_rank33_obj1_2_c2_x14_200623_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank016_review_front_only_guardrail_source_balanced_cycle8_rank33_obj1_2_c2_x14_200623_kymograph.png
SBPRE-BLIND-016,16,36,source_balanced_cycle80_rank62_obj1_9_c2_x10_010723,80.0,9_c2_x10_010723,near_pre_event_1_8,6.0,review_front_only_guardrail,0.423299536016927,front_only_guardrail,diffusion_claim_blocked,"Is the front-like morphology real, or driven by mask/crop/illumination artifacts without kinetic support?",-0.2847990194662271,-1.6155694719077995,1.6040821979911222,,False,False,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank036_review_front_only_guardrail_source_balanced_cycle80_rank62_obj1_9_c2_x10_010723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank036_review_front_only_guardrail_source_balanced_cycle80_rank62_obj1_9_c2_x10_010723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank036_review_front_only_guardrail_source_balanced_cycle80_rank62_obj1_9_c2_x10_010723_kymograph.png
SBPRE-BLIND-017,17,30,source_balanced_cycle96_rank5_obj1_11_c2_x10_050723,96.0,11_c2_x10_050723,post_event_1_16,20.0,context_control_concordant,0.4587682541207364,front_kinetic_concordant,kinetic_source_null_support_directional;kinetic_composite_null_support_directional;concordance_null_support_directional;diffusion_claim_blocked,Does this non-near concordant example represent baseline morphology that should temper pre-event claims?,0.78769549996859,0.928806473910436,0.9396954074558008,,False,False,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank030_context_control_concordant_source_balanced_cycle96_rank5_obj1_11_c2_x10_050723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank030_context_control_concordant_source_balanced_cycle96_rank5_obj1_11_c2_x10_050723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank030_context_control_concordant_source_balanced_cycle96_rank5_obj1_11_c2_x10_050723_kymograph.png
SBPRE-BLIND-018,18,1,source_balanced_cycle80_rank62_obj2_9_c2_x10_010723,80.0,9_c2_x10_010723,near_pre_event_1_8,6.0,review_strict_front_gate,1.1810114699883396,strict_gate_manual_front_review,kinetic_source_null_support_directional;kinetic_composite_null_support_directional;concordance_null_support_directional;strict_manual_front_gate_pass;diffusion_claim_blocked;front_plausible_followup,"Can a human confirm a coherent outward/front-like trace in the strip, overlay, and radial kymograph?",1.123681016379142,0.6722860974992517,1.4134697316205695,1.7668437755452755,True,False,0.7611725521622965,0.5055752064152222,0.6003771693199745,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank001_review_strict_front_gate_source_balanced_cycle80_rank62_obj2_9_c2_x10_010723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank001_review_strict_front_gate_source_balanced_cycle80_rank62_obj2_9_c2_x10_010723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank001_review_strict_front_gate_source_balanced_cycle80_rank62_obj2_9_c2_x10_010723_kymograph.png
SBPRE-BLIND-019,19,31,source_balanced_cycle82_rank63_obj1_9_c2_x10_010723,82.0,9_c2_x10_010723,near_pre_event_1_8,4.0,routine_or_low_concordance,0.4546740721778878,routine_or_low_concordance,diffusion_claim_blocked,No immediate manual decision required unless needed as a low-priority comparator.,0.3613458229085256,0.3481928307346408,0.5770726686070854,,False,False,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank031_routine_or_low_concordance_source_balanced_cycle82_rank63_obj1_9_c2_x10_010723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank031_routine_or_low_concordance_source_balanced_cycle82_rank63_obj1_9_c2_x10_010723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank031_routine_or_low_concordance_source_balanced_cycle82_rank63_obj1_9_c2_x10_010723_kymograph.png
SBPRE-BLIND-020,20,2,source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723,151.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,5.0,review_front_and_kinetics_first,1.083118865159323,near_pre_front_kinetic_review,kinetic_source_null_support_directional;kinetic_composite_null_support_directional;concordance_null_support_directional;diffusion_claim_blocked;visual_sanity_uncertain;front_plausible_followup,Do masked optical kinetics and the radial/front view describe the same localized pre-event change?,1.223670979914382,0.9671340380649094,1.7405420293636154,0.3952927352209349,False,False,0.5213871146596205,0.560049612267881,0.487628199862207,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank002_review_front_and_kinetics_first_source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank002_review_front_and_kinetics_first_source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank002_review_front_and_kinetics_first_source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723_kymograph.png
SBPRE-BLIND-021,21,22,source_balanced_cycle36_rank41_obj1_5_c2_x10_260623,36.0,5_c2_x10_260623,far_pre_event_17_32,24.0,context_control_concordant,0.5356824110017222,front_kinetic_concordant,kinetic_source_null_support_directional;kinetic_composite_null_support_directional;concordance_null_support_directional;diffusion_claim_blocked,Does this non-near concordant example represent baseline morphology that should temper pre-event claims?,0.7965675029655064,1.1500971916112743,0.7237023495510817,,False,False,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank022_context_control_concordant_source_balanced_cycle36_rank41_obj1_5_c2_x10_260623_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank022_context_control_concordant_source_balanced_cycle36_rank41_obj1_5_c2_x10_260623_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank022_context_control_concordant_source_balanced_cycle36_rank41_obj1_5_c2_x10_260623_kymograph.png
SBPRE-BLIND-022,22,9,source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723,151.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,5.0,review_kinetic_only_guardrail,0.8209442182231975,kinetic_only_guardrail,kinetic_source_null_support_directional;kinetic_composite_null_support_directional;concordance_null_support_directional;diffusion_claim_blocked;visual_sanity_uncertain;front_plausible_followup,Is the kinetic signal particle-local and non-artifactual despite weak front evidence?,0.8604515439281847,2.641255526392289,-0.2732258383846588,-0.1883713175695711,False,False,0.5298959268149198,0.4898685242886121,0.3321265622147287,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank009_review_kinetic_only_guardrail_source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank009_review_kinetic_only_guardrail_source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank009_review_kinetic_only_guardrail_source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723_kymograph.png
