candidate_id,x_ds,y_ds,x_full_approx,y_full_approx,area_ds_px,area_full_approx_px,bbox_x0_ds,bbox_y0_ds,bbox_x1_ds,bbox_y1_ds,mean_residual,mean_abs_z,mean_temporal_std,polarity,rank_score,candidate_rank,cycleNo,pre_event_sampling_rank,event_relative_bin,selection_reason,sampling_priority,cycles_to_next_event,cycles_since_prev_event,already_in_existing_video_cohort,future_any_drop_within_8cycles,future_any_drop_within_16cycles,future_event_within_32cycles,past_event_within_16cycles,any_abrupt_drop,source_stem,local_cycle_index,n_segments_inferred,h5_total_frames,segment_start_frame,segment_end_frame,sampled_first_frame,sampled_last_frame,n_sampled_frames,downsample,n_candidates,overlay_png
60,176.68,89.0,706.72,356.0,25,400,174,86,180,92,10124.3330078125,25.082361221313477,1914.2601318359375,bright,6348554.440670507,11,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
9,12.1875,15.0,48.75,60.0,32,512,9,12,16,19,8675.2646484375,21.545969009399414,1464.1875,bright,5981343.464434326,12,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
61,153.5,90.27272727272727,614.0,361.09090909090907,22,352,151,88,157,93,10028.751953125,24.849103927612305,1430.698974609375,bright,5482520.990043856,13,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
134,362.5,213.0,1450.0,852.0,16,256,361,211,365,216,11688.9921875,28.90085220336914,2103.5341796875,bright,5405149.369876385,14,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
162,99.05714285714286,268.9428571428571,396.22857142857146,1075.7714285714285,35,560,96,266,104,273,7719.3251953125,19.213035583496094,903.092529296875,bright,5190908.438034095,15,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
14,71.44,22.68,285.76,90.72,25,400,69,20,75,26,9064.9208984375,22.496910095214844,1320.4571533203125,bright,5098317.761809565,16,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
140,20.15625,226.25,80.625,905.0,32,512,18,223,23,231,7833.587890625,19.49188995361328,988.2396240234375,bright,4886125.859392643,17,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
152,28.30188679245283,250.33962264150944,113.20754716981132,1001.3584905660377,53,848,26,245,33,258,6039.48291015625,15.113447189331055,1629.427001953125,bright,4837702.5187162375,18,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
59,436.96153846153845,85.11538461538461,1747.8461538461538,340.46153846153845,26,416,434,83,441,89,8482.9521484375,21.08358383178711,1298.44384765625,bright,4650126.851828136,19,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
139,370.77142857142854,225.2,1483.0857142857142,900.8,35,560,367,222,375,229,7160.068359375,17.84819221496582,1612.5892333984375,bright,4472799.672264699,20,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
85,472.2875,127.8,1889.15,511.2,80,1280,468,122,478,135,3659.70751953125,14.219442367553711,799.3363647460938,bright,4163120.0124862045,21,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
137,75.15789473684211,221.1578947368421,300.63157894736844,884.6315789473684,19,304,73,219,78,224,9091.34375,22.5613956451416,1115.8564453125,bright,3897154.662504971,22,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
3,253.33333333333334,6.111111111111111,1013.3333333333334,24.444444444444443,27,432,251,3,257,10,7611.97216796875,18.951045989990234,1390.6009521484375,bright,3894880.535001939,23,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
97,295.0,141.5,1180.0,566.0,22,352,293,139,298,145,8408.7646484375,20.895586013793945,1803.352294921875,bright,3865533.429585863,24,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
142,66.5,227.5,266.0,910.0,12,192,65,226,69,230,11392.7060546875,28.177778244018555,1323.0615234375,bright,3852253.737699263,25,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
110,269.0,170.5,1076.0,682.0,16,256,267,169,272,173,9767.421875,24.21133804321289,1795.92626953125,bright,3783717.6452207565,26,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
17,52.72222222222222,27.166666666666668,210.88888888888889,108.66666666666667,18,288,51,25,56,30,8987.6357421875,22.308298110961914,1512.74658203125,bright,3608979.4340901934,27,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
165,19.071428571428573,271.14285714285717,76.28571428571429,1084.5714285714287,28,448,16,268,22,275,7096.92626953125,17.750385284423828,1932.5152587890625,bright,3527248.917341195,28,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
57,117.52272727272727,84.95454545454545,470.09090909090907,339.8181818181818,44,704,113,80,122,91,5580.751953125,13.99393081665039,1230.4600830078125,bright,3436252.896424383,29,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
29,73.5,41.5,294.0,166.0,16,256,71,40,77,44,9142.755859375,22.686864852905273,1518.672607421875,bright,3318727.465035975,30,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
19,75.38095238095238,28.523809523809526,301.5238095238095,114.0952380952381,21,336,73,26,78,32,7943.34521484375,19.759748458862305,1713.23193359375,bright,3296128.570711621,31,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
102,454.72222222222223,159.83333333333334,1818.888888888889,639.3333333333334,18,288,453,158,458,163,8514.55078125,21.2280216217041,1383.140625,bright,3253447.225502506,32,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
104,463.0204081632653,165.91836734693877,1852.0816326530612,663.6734693877551,49,784,460,160,468,173,4995.76220703125,12.793828010559082,1363.6396484375,bright,3131831.2004620344,33,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
138,311.2542372881356,225.135593220339,1245.0169491525423,900.542372881356,59,944,305,222,319,230,4545.84814453125,11.46828842163086,804.2216186523438,bright,3075852.7609027717,34,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
68,184.8695652173913,101.1304347826087,739.4782608695652,404.5217391304348,23,368,182,99,188,105,7312.66357421875,18.220590591430664,1371.8553466796875,bright,3064544.1297302814,35,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
48,260.7857142857143,72.64285714285714,1043.142857142857,290.57142857142856,14,224,259,71,264,75,8769.537109375,21.77604103088379,1690.5640869140625,bright,2673521.1988185123,36,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
136,404.6666666666667,219.71428571428572,1618.6666666666667,878.8571428571429,21,336,403,217,407,224,7134.4130859375,17.785579681396484,1555.2042236328125,bright,2664683.120818723,37,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
90,425.02941176470586,134.3235294117647,1700.1176470588234,537.2941176470588,34,544,422,131,429,139,5581.412109375,13.995542526245117,1086.071044921875,bright,2655906.2781307474,38,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
94,319.5,135.5,1278.0,542.0,12,192,318,134,322,138,9198.4287109375,22.822731018066406,1188.009765625,bright,2519199.1711030304,39,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
24,46.05714285714286,41.22857142857143,184.22857142857143,164.9142857142857,35,560,43,38,50,46,5333.3330078125,13.390115737915039,1267.4844970703125,bright,2499488.118520817,40,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
145,432.65625,238.65625,1730.625,954.625,32,512,429,236,437,243,5503.8115234375,13.806161880493164,1637.039306640625,bright,2431568.4112736583,41,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
115,401.2352941176471,178.88235294117646,1604.9411764705883,715.5294117647059,17,272,399,177,405,182,7531.92724609375,18.75570297241211,1231.881591796875,bright,2401532.034038389,42,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
83,170.7027027027027,122.48648648648648,682.8108108108108,489.94594594594594,37,592,167,120,176,127,5053.46533203125,12.707108497619629,1011.7432250976562,bright,2375952.4937339784,43,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
56,465.5483870967742,81.41935483870968,1862.1935483870968,325.6774193548387,31,496,463,79,470,86,5517.23388671875,13.838918685913086,1000.1170654296875,bright,2366929.0850134147,44,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
92,214.80769230769232,135.65384615384616,859.2307692307693,542.6153846153846,26,416,212,133,219,139,5978.1904296875,14.963865280151367,1140.017822265625,bright,2325877.741432283,45,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
47,376.875,72.375,1507.5,289.5,16,256,375,70,380,75,7550.8642578125,18.80191421508789,1002.5543823242188,bright,2271531.2324026227,46,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
37,441.3,55.7,1765.2,222.8,20,320,439,53,445,59,6726.3046875,16.789608001708984,1364.3680419921875,bright,2258640.380063653,47,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
114,44.15384615384615,177.35897435897436,176.6153846153846,709.4358974358975,39,624,40,175,49,181,4779.09716796875,12.03752326965332,902.401123046875,bright,2243611.2413269663,48,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
75,398.0,113.5,1592.0,454.0,26,416,396,111,402,118,5867.603515625,14.69398307800293,971.145263671875,bright,2241680.1359426305,49,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
169,38.421052631578945,283.6842105263158,153.68421052631578,1134.7368421052631,19,304,36,281,42,287,6771.57177734375,16.90007972717285,2469.047119140625,bright,2174361.955392276,50,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
44,306.3181818181818,66.95454545454545,1225.2727272727273,267.8181818181818,22,352,304,64,310,71,6245.1982421875,15.615485191345215,1017.8781127929688,bright,2145479.6146936696,51,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
55,71.5,80.5,286.0,322.0,12,192,70,79,74,83,8451.6787109375,21.00031852722168,1192.3321533203125,bright,2129855.34023311,52,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
8,139.2941176470588,13.235294117647058,557.1764705882352,52.94117647058823,17,272,138,11,142,17,6876.697265625,17.156635284423828,1519.2408447265625,bright,2005676.7781112865,53,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
91,158.64705882352942,134.0,634.5882352941177,536.0,17,272,157,132,162,137,6523.0986328125,16.293689727783203,1269.46240234375,bright,1806850.8681751527,54,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
126,87.1,201.4,348.4,805.6,20,320,85,199,90,205,5980.3935546875,14.96923828125,1295.0501708984375,bright,1790438.7227153778,55,88,1,post_event_1_16,source_fill,0.13585909866847906,28.0,2.0,True,0,0,1,1,0,10_c2_x10_030723,3,10,9068,2720,3627,2720,3626,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_88_pre1_10_c2_x10_030723_local3.png
